Predicted label, Actual label, Review
2, 3, "Strictly vegetarian~~

Late night #needforfood has been taken care by this outlet in DLF for every hungry soul out der but this time I though to order it to my office for my evening hunger. I ordered vegetable cheese Maggie and it came on time and was packed in a white box like you see in a picture.packaging is ok, the spoon was poor quality, could have been stronger to hold the Maggie.The moment I open the box, people around me could smell it and it was great, looks cheesy and yummm. So was the taste, it was good, never dissapoints. Price is nominal as well which is around 50 -70 bucks for various varieties they serve. Deserves a 4.5. I haven't tried the Momo's yet, will add to the review once I try them.

I am sure you have already had this sometime, if not you should surely try coz who doesn't like Maggie right!! ❤️❤️ @hungermaggipoint 😀"
3, 4, "Follow My Instagram @BeingHydFoodie

Hyderabadi Daawat, A New place in town located at Gachibowli. A place know from serving pure authentic Hyderabadi cuisine! And this has been in my list to visit since this place opened.

Talking about the Ambiance, It's gorgeous, simple and spacious with beautiful Interiors and great flighting.

We were here for lunch and since it was our First visit, we were confused what to order, then we asked the management to send their Signature dishes.

But before that since it was very hot, we ordered for Mocktails.
Strawberry Mojito, Virgin mojito, blue Hawaii, Soda fountain and Mango mule were among the Mocktails we had, They're amazing and refreshing!

Started with Yakhni shorba: Very delicious, Mutton was Cooked properly. Soup was Served very Hot!

Murg Sholay Kebabs: The signature Starter of this Place, very well presented with the Mini BBQ sizzling grills. The chicken was Little hard, should've cooked for a Little Longer.

Wok tossed chicken: Chicken was soft and Tender tossed in sauces, Little sweet. Chopped with Bell peppers and spring onions of Topping. Absolutely delicious.

Phuket Fish: One of the best fishes I had recently, very soft perfectly cooked, Slightly spicy. A Must try.

Sikanderi Raan: the House Speciality! The most Tender meat I've ever had in life, Probably the best you'll get in Hyderabad. Very tender, Full of Masalas and loaded with Ghee. The Marination for the Whole Raan is done 24 hours before and then roasted and served on table. Highly recommended!

Chelo Kebabs: Another House Speciality, The Kebabs were tender, Smokey and Delicious. Served along with Mild Flavoured rice, grilled tomatoes, Sunny side up and salad . A perfect platter for 2 people!

Murg Musallam: I've had this in many places, didn't really like it, But here it was one of the bests I had in the city. Though it takes 30 minutes to cook, it was worth waiting. The whole chicken is stuffed with Minced Meat and Boiled Eggs! Chicken is marinated with many spices and Curd Mainly. Cooked very perfectly, tender and Absolute scrumptious. Served along with flavoured rice! Highly recommended and The Best Murg masallam you'll ever find!

Chicken Tikka Lababdar: Scrumptious, Slightly spicy, chicken cooked right to perfect. No Colors added in the gravy, Just Delicious!

Nihari Gosht: I usually don't order mutton gravies from restaurants, But I had Faith in this palace that they serve good meat. As their mutton starters were excellent, even from the Main course this gravy was Scrumptious. Spicy and mutton cooked perfectly. We had these 2 Delicious curries with Hot Butter Naans! I would Recommend these 2 curries, A Must try!

Mutton Biryani: Very Flavourful, meat was perfectly. Rice grains were of a good quality! Just that they added a Lot of cardamom in it, with which the Biryani gave a Strong Flavour. Tasted pretty good.

Ended the Day with Desserts: Hot Shahi Tukda and Matka Firni. Both tasted Delicious, They weren't too sweet. Perfect to end our day.

Outstanding and Fantastic experience at Hyderabadi Daawat, One of the places to serve authentic Hyderabadi cuisine, No Colors and preservatives. Hope This place will never disappoint! It was worth travelling 25 KM's to visit this place. The staff was Humble and took good care of us."
0, 1, "Ordered online from ola cravings . Donuts were not fresh. I ordered twice . First time the donut was good but Second time i got some stone in the donut which completly spoiled my taste.
Food - 2/5
Delivery - 5/5"
1, 0, "I didnt say to include cheese but they did here. .I didnt liked it ."
3, 4, "I had a food session here. The service was very nice and food was nice too. They have this two amazing varieties of soups, Arabianchicken soup and lemon coriander soup, which were amazing. Dragon Chicken and Hariyali fish is a must try. Chiken pahadi was good as well. They have two varieties of Mandi, fish fried mandi and chicken grilled Mandi, the presentation was excellent. I’m in love with the chicken Mandi here. They have a variety of milkshakes and deserts. Kaddu ki kheer was delicious . Lovely place and the ambiance is beautiful aswell."
3, 4, "Awesome Ambience, cheap beers and you can get Kingfisher drought tower in rs 750, ,food is also up to the mark.
Beet part, they allows stack on weekend s."
3, 4, "I ordered food online but I wish I went there so that I could’ve had more dishes. The food was totally delicious and their packaging is worth the money. I had Lucknow Chicken Dum Pulao Boneless and it made my day. Quantity looks less but taste makes up for it and you’ll end up having a full tummy. Hyderabadi Briyani is famous but I found this on equal par with it!"
2, 1, "rotis not baked well"
1, 3, "Grilled chicken is not good"
1, 0, "Nasi Goreng, Kung pao chicken & burnt garlic chicken were really spicy & over powered with chilly flakes! Looked & tasted like every second grains of rice had a chilli flake tagged to it! The saving grace was the Indonesian prawn curry with steamed rice. Really upset with tonight’s order."
4, 3, "The food from this restaurant was lipsmacking and packed with real flavours.
Literally after taking a bite my hunger upthrusted and my hands started shivering.. u can image how tasty it was and i wanted to finish that meal asap...!
Have u hv had this kind of feeling ? 😃

Service was real quick comprising both Order Acceptence and Delivery.

Suggestions:
Plz add cocktail onion with the meal
Portion of dal was less as it wasnt reaching 3/4 of the brim.

Tu sum up this review I would say... Kuddos and you deserve ur brand name !!"
0, 1, "Visited this restaurant thinking to have good food, but the efforts were wasted. We went on a Friday and we started eating the starters. After starters when we asked for main course, the staff told that on Friday they have only street food and no main course is available. Felt like we wasted our money.

Though the starters were good, but main course should also be there. Street food should be the add on and not the only food.

Two stars only for the ambience.

shubhamtraveltales.wordpress.com"
2, 1, "A small place with with dim lighting and gives the feel of romantic dinner table. At first we thought it's a good budget friendly restaurant for Chinese food in gachibowli. Food tasted good and so was the presentation. we were enjoying our food and suddenly we heard people arguing with Waiter over something. And to our horror when we find out they had found cockroach in their food our experience turned into nightmare. They should maintance the hygiene of their kitchen."
1, 2, "This place is tough to find. Due to constructions nearby and it is a normal hut styled place. Don't go by the pictures.
Food is average. Few items very bad mainly their special biryani. Oh my god it was undercooked and chicken was terrible.
It is not so happening place.
Their main course chicken and veg curries are good and adequate quantity.

P. s: they are good for delivery, yet if u can skip there are good places nearby."
3, 4, "Ordered Afghani nuts ice-cream; gotta say the quantity was more than what I expected and the amount of nuts/dry-fruits was generous. Ice cream was smooth and tasty. Would definitely order again!
Packaging was superb.. they put in dry-ice to keep it cool. Appreciate the effort.

Edit:
Orered hot brownie with vanilla ice-cream. Once again, the packaging was very thoughtful; they sent two separate packages for the hot brownie and ice-cream (with dry ice to keep it cool).
It tasted very delicious... quantity was ample; couldn't finish it alone! It's good enough as dessert for 2 people.

Will keep ordering from Amul ! :)"
2, 3, "We happened to visit American Wild Wings on a Friday evening and the place was desolated. The place is tidy and can have a better ambiance keeping in view their concept.

We started with a lemon mojito. Though refreshing, it was a tad too sweet for my liking. We thought salad would be a good start but unfortunately, our Chicken Ceasar salad was drenched in dressing. It almost tasted like we ate the lettuce with the sauce and not otherwise.

Then came in an array of wings, each with their own signature sauces. We tried 9 different sauces and liked most of them. All the wings were fried well and had a good crunch. Of all the sauces, my top picks were there barbeque, konaseema amd mexican jerk. Barbeque had a perfect sweet to tang ratio, the konaseema had a nice curry spice flavor with hints of pepper, coriander and coconut, and the Mexican jerk had a garlicky peri-peri kind of flavor. Must try sauces! While these sauces were good, few sauces like the lemon garlic and original hot were disappointing. The lemon garlic was doused with oil and it was floating around in our plate. The original hot didn't taste of anything but spice and bitterness. They also have a sauce names Atomic - the hottest on their menu. It was indeed very hot for my liking. We also tried a drumstick in atomic sauce and it was decent. Chicken nuggets were good. Nothing out of the ordinary.

Though their USP is wings, they succumbed to peer pressure and started serving Biryanis, fried rice and a few curries. We tried their chicken fry-piece biryani and it had a unique flavor. The meat was cooked well amd the level of spice was apt, but the bottom half of the biryani was an oil well. Chicken Punjabi, a sarson ka saag version was actually really good. It had the perfect saag flavor. Again, too oily.

Upon their suggestion, we tried their pasta in white sauce and chicken popcorn, both of which were terrible. The pasta was rancid and the popcorn felt like chewing on cardboard. Stay away!

Another thing we noticed was the temperature of the dishes. The first serving of our wings was dead cold. When brought to their notice, the second serving was mouth-burning hot. The biryani seemed like it was heated in the serving bowl. The bowl was so hot, we couldn't even pick it to put the food in our plates.

Overall, they do have potential but have a lot of areas to improve. The quality of wings and sauces is good but the other areas like the usage of oil in dishes, serving temperature and the freshness of ingredients needs to be worked upon. They also need to quickly improve on the ambiance and vibe of the place to attract crowds. Price wise, they are pretty pocket friendly!

Taste: 3.5/5
Ambiance: 3/5
Service: 4/5
Value for money: 4/5"
3, 4, "Went there two times and ordered one same dish i.e. Grilled fish with rice and I must say it's flawless...it should be there signature dish.
Other dishes were tasty too. Liked their service...well trained staff. Overall a good place to enjoy."
3, 4, "A decent restaurant with courteous staff and mouth watering Chinese dishes.A good place to go by for Chinese cuisine...sizzler noodles and bamboo rice is a must try for if you can go with less spice!"
2, 3, "It is a good place to be. The ambience is very friendly. The food is on par with what you expect. The prices are decent enough and is not very easy to locate. Although, if you're using Google maps, then it's easy to find."
3, 4, "Am big fan of KS as we are regular customers .we know each and every item and here. They'll take feedback too. And service is slow as crowd was big.. But overall good."
0, 2, "New Entry in Zomato Gold-
Ambiance- 
Olive Garden is located at the Time Square, Indira Nagar beside Dominos Pizza. There is nothing much to say about the ambiance of Olive Garden Restaurant. This restaurant is very small, with no live screening and no music. Ambiance is quite boring, as they didn't even decorated it much. Even on the Saturday night, this place was not at all crowded.
Food-
We ordered Chicken Chatpati Kebab as a starter cost approximately INR 255. The quantity of Kebab was very less. They served Kebab with the green Pudina Chutney. Both the qauntity and the quality was not upto the expectations. Then we ordered Chicken Dum Biryani cost approximately INR 210.
This was the worst dum biryani I ever had, that I didn't even tasted like Biryani. Instead of Dum, they added so much oil in that Biryani. Olive Garden offers 1+1 dish on Zomato Gold membership.
Service-
Service here was too slow and the staff didn't even give attention.
Overall-
I don't recommend this restaurant to anybody, because of the bad experience I had here."
3, 2, "This was my second trip here, after a long gap in between. Overall fine experience. Service is good. We ordered the Prawn Sushi and Jambalaya. The taste of the food is good. Liked the sushi, though found the pieces a little too big. The jambalaya was good in taste and presentation. Overall, good ambience with decent food. Liked the ambience and service better than the food."
4, 3, "I tried the buffet dinner. Very good spread both for vegetarians and non vegetarians . The food was good and the staff were friendly too. Will definitely be going there again. Do check out my blog page for more reviews @s.t.a.s.h on instagram."
0, 1, "Delivered cold food. food is not even warm."
0, 1, "I have to wait for so much time"
0, 2, "Confused waiters.... half order .... items not available.... customization not available... ahhh total chaos.... but surely not truly Chinese... it's more northeast... nepali food as they are more on spicy and oily side. May be I should have tried thupka or some other northeast specialities.
Give it a try once and do not order corn soup as it has more Aararote powder mixed"
3, 4, "It's been a great experience visiting this place. The staff over here ensure that you are served with the best food especially Suraj . When we expressed our concern that the we did not like the grill fish item , they served us fried fish which was not even part of their menu ."
0, 1, "Serving not upto the basic standards. Place smells wierd and costs not at all fair. Not a preferred place for vegetarians. Most of the items on the menu not available"
3, 4, "One definitely have to try their coconut bun and cream cheese bagels. Bread loafs are so fresh here, and we can get variety of cheese. Super place to hangout."
2, 0, "The ambiance of this place doesn’t justify the price. Severely over priced. Only with Gold is it ok. Would prefer if they thought of their service and ambience and try and compare with other restaurants out there."
3, 4, "This is a restaurant provides a lovely, juicy, tasty, spicy shawarma, 1 for 1 no other dishes required for kuch l lunch or dinner, but a bit spicy that makes you give a pause and sip some juice, i didn't do that though
It's a perfect shawarma..!!"
3, 2, "Ordered paav bhaji chole bhature and papdi chat!
But they forgot to deliver the chat!I was a bit disappointed by that.But the taste was good."
2, 1, "Recently been to this place. Good food and economically priced. Service was also good.
Most disappointing part is their crowd management. When they have a board outside only couples after 7.00p.m and then u see 60 percent dance floor is full with stags. No bouncers to check what is going on floor. Stags misbehaving with girls, trying to feel them, smoking on floor, no one is there to look around. Just for their business they r letting everyone in.
I will never visit this place with my wife/lady friend. As there is no security for them. One should enjoy the party but with some limits.
The management should look into this aspect and try to sort it out or else the place will become like its name a Rouge place. Lot of cheap crowd on Saturday night better to avoid."
3, 4, "With great music and ambience the excitement for the final IPL match was enhanced.
The food is great along with the exotic drinks.
Must try is the cock in the basket which is fried chicken breast."
3, 4, "Good and yummy food. We ordered Murgh Dhaniya shorba soup which was so delicious followed with Lal Mirchi teeka tikka which was tender and juicy. Mutton Tawa Biryani is no less compared to others. Will visit again."
4, 3, "Went here on last friday. I didn't knew about this restaurant before just found out in the street and went. Food here was Awesome. I had ordered for Dahi Kebab and it was outstanding. The food presentation and quality and taste all were good ... Would certainly love to visit this place again...!!! Hope they keep continuing their good work."
3, 4, "Good ambience.. Great food.. Well I would say best Parathas out there in the area. Served with curd and green and red chutney will make you feel eat more but you can't as only one will fill you tummy. Comes in Great packaging if you order online. 15 to 20 mins is average cooking time. So less wait more taste and great value for money is all that you need."
1, 2, "too sweet!"
0, 1, "Food is really very disappointing. Kheema pulao had many chicken pieces and rice was cooked very bad. Even kheema was not prepared well.awful experience"
2, 1, "Heyy veggies!! Good ambience!!
Food I should say is not so appealing...very tough to recommend or think of any standout...Butter Roti is good in breads
Service is good I should say...
Let's talk about Don't Trys:
Manchow Soup
Mushroom Starters (as a mushroom fan..disappointment)
This place would be in my choices with hangouts as priority and not food"
3, 4, "It was Lunch time at Office and i did not bring my lunch box. Ordered a China Combo at just 129.
Wen i got my food, i was amazed by the platter. It was so much food for just 129! and everything was yummmm. It felt like authentic chinese. Moreover all my colleagues tated the food and loved it. Great going Squeeze @ The Lime. You guys made my hectic day very pleasant.
Loved it totally.
From now on everyday without lunch box at office would be Squeeze @ The Lime day."
2, 3, "Food: ordered crispy honey chilli potatoes, kafuli, shaam savera and naans, everything was spiced appropriately. Kafuli was less spicy and shaam savera was good in taste nor too spicy nor too sweet, a tangy taste of tomato gravy.

Service: a little bit slow as there were only few tables occupied but i think they have just few staff members.

Ambience: it has indoor and outdoor seating both, we sat indoor where a projector is mounted and songs were played. Ambience is overall very average.

Value for money: Great. It is actually cheaper than we expected for the quantity and quality of food it served."
2, 3, "ok"
3, 4, "We have gone for office party
Food was excellent
Service was also good
They have options for rooftop party
We have chosen AC hall it had 45 people capacity
Overall good experience"
0, 1, "Absolutely overhyped place. Substandard biryani and kababs, totally dry and tasteless. No dress code for waiters, hardly any waiters anyway. Pathetic service. I guess each and every place in Hyderabad, which is being talked about, be it pista house or paradise, are totally over hyped."
4, 3, "good"
4, 3, "Goa in Hyderabad!! These guys have cracked this juggernaut .

Ambience - 9/10
Service - 10/10
Food & Drinks - 9/10
Value for Money - 8/10

If you love Goa , this is the place to be in Hyderabad. No wonder they were packed on a weekday ( Wednesday)"
3, 4, "Went there on a Friday, we were only stags but we went there early, at about 6pm. The environment was very energetic, we had great conversations until night and then went to the dance floor. The DJ was amazing, a good mix of English and Hindi songs. Had one of my best night outs here! It was a little on the expensive side though, for 3 people the bill was 9k rs."
3, 2, "I love this place. Perfect place to have coffee atleast for me. Spacious, evergreen english songs eg Nirvana, Bryan Adams, on the back ground. It is just a perfect cafe where u can just sit, talk, sip coffee, enjoy the background songs, not a noisy cafe like some other cafes. This cafe is definitely going to be my new favourite in the city.

But the negative point is that they don’t have much items on the food menu which is why I gave only 3star.

Recommended if you care the ambiance and coffee more than the food items."
3, 4, "Good ambience. Amazing food. 'Gol Gol Gaulloti' and Dal Makhani are must try items.
Good place!
Good ambience. Amazing food. 'Gol Gol Gaulloti' and Dal Makhani are must try items.
Good place!"
3, 4, "Best paratha you can get in Hyderabad in Gachibowli !! It’s little expensive but 10/10 for food for value !!

Note : Don’t eat paratha if you are on diet !! 😅"
2, 1, "Felt like i was attending a marriage reception on a saturday night. This place has changed quite a lot over the years or maybe the timing was not right!"
4, 0, "delayed delivery"
0, 1, "It was a bad experience. Worst part was when we entered the places and there was this pathetic smell to welcome us. Another issue, you can't just order anything from the menu because maximum number of items were not available.

The food was smelling too.

I ordered "Steam Naga Fish".

If u really want to eat, get a mask(suggestion)."
2, 3, "They sever a good variety of bread and other baking products but only selected items are good. The must try items are brownies, chocochip cookies, banana bread, sandwiches, pizza etc. They sever few items which don’t really have any purpose but just to attract kids(eg: Nutella Brioche), these kind of items might dissatisfy people."
3, 4, "Polite and friendly. Visited this place for the 3rd time, and the food is decent enough. Good place to visit with the family for dinner and lunch."
1, 0, "Waste of money , tried there Vegetable noodle and chilli chicken gravy combo . Noodle was tasteless , chilly chicken was hard and gravy was just average ."
4, 3, "One of the best rice combo available with faasos

Must try

Taste 5/5
Packing 5/5

Comes with one gulabjamun complimentary and
Teekha seasoning."
3, 4, "I ordered the chicken waffle thing, and that was really good. The Shawarma is also pretty good. Haven't tried the desserts, but the mini waffle is decent."
3, 4, "Where would like to have delicious food and good ambience seems and their service as well as I found these things at the absolute sizzlers only and they use to provide us nice buffet with 50 percent off on buffet that too very reasonable cost this is really good thing I loved it"
3, 4, "My friend ordered the Ulavacharu Chicken Bone Pulao from T-Grill. The price was high, but the taste justified it. It is one of the spicier foods I tried in Hyderabad. I always though Hyderabadi food was spicy. But, I never came across anything very spicy. This one was spicy enough to be memorable. It's one of the best pulaos I've ever had. You will definitely love it."
3, 4, "Ordered Meals(Dal makhni + Rice + roti + Aloo Gobhi). Tastes really good and was fulfilling too. Just one thing, if you could include some plastic cutlery, So that we can pour curries into the bowls. It is difficult to manage this in office without cutlery."
3, 4, "Went to this place for lunch. Opted for a Set Menu with the on going Dim Sun Festival. Soup was good. Dim sums were awesome and they served a wide variety of Bao, Gyoza, Dim Sum, Wonton. Main Couse was ok with Rice and Noodles. Desert was Fried Banana in Caramel Sauce with ice cream. Desert was good as well.

Ambience - 4/5
Food - 4.5/5
Service - 4.5/5"
2, 1, "Had a very disappointing experience here today. We had been eyeing this place since long and planned our brunch to be had here. Loved the place, it was spacious and the ambiance was really good. The first thing I ordered was coffee but they were not serving any hot beverages. Next wanted to try pizza as they serve in different shapes but that too was unavailable. Did not felt like ordering anything after this. Highly disappointed."
3, 4, "What a scrumptious dinner at Shanghai chef 2.

After a long day at chilkur Balaji we we're so hungry that we just wanted to check-in to some restaurant where we will get food like the moment we enter. However, good food was also a priority to us, also being rainy season street food is a little matter of concern for hygiene.

The first thing that came into my mind when we touched gachibowli was sanghai chef.We did not take a second thought and went straight into the restaurant.

The restaurant has very cozy ambiance with simple decor, comfortable seating and dim lighting. So neat and clean that it was hard to believe when suhail Bhai told us that it's a 10 years old restaurant and his first one.

Aditya came to our rescue and we just told him ki bro get whatever is best you feel, he suggested us all the dishes throughout.

We started off with TOM KHA GHAI SOUP : Actually this was a great choice being succha cold weather outside and we being so tired. The garlic and bamboo stick flavours could actually help our bad throat and the coconut flavoured soup with loads of fresh veggies and big chunks of chiken we're so refreshing.

We then ordered NASI GORENG CHIKEN :Long grains of perfectly cooked rice with loads and loads of flavours in it. **Must try** and BAR B Q CHIKEN : this was perfect combination with the rice, lil sweet, spicy and flavoursome chiken cooked semi wet.**Must try**

Mix sea food soft noodles and mix sea food rice were amazing too.

Burmese khow sue was one amazing dish too ❤️❤️❤️

For take away we ordered PHAD THAI MIX SEA FOOD NOODLES.....and trust me after having so much at restaurant, I couldn't resist when Rawshan opened the box at home. I went ahead and gulped down four spoons of it. Oh my god, this is one AmaZing dish that I have tasted in recent times and if tell you about quantity, one take away of this is sufficient for three people.

Flat noodles cooked with garlic, fresh herbs, prawns and fish, with mushroom and sweet sauce. Also fresh red chilli. *** A must must try ****

Quantity of food served here is unbelievable.

For the taste and quantity and quality the VFM factor is best in the town.

Bill came to 1600+ for 4 after 10% friendly gesture discount.

Staff is very friendly and Aditya was great at service.

We were about to leave Suhail SuhRac MacAdams bumped into us. It was great meeting you. And thanks for making our dinner so special."
3, 4, "Nice pancakes and waffle.
Loved the fried eggs and tea in the combo"
4, 3, "We are new to Hyderabad and ordered a Chocolate cake for wedding anniversary. It was really delicious. Got home delivered fast. Go for the chocolate cake from there anytime!"
2, 3, "This bakery is present in a prime location.
The ambience and seating are great.
But the food lacks in taste.
I tried blueberry cake and 🍄 mushroom makhni 🥪 sandwich here, neither of which was upto the mark.
Still, it's a great place to hangout with friends."
3, 2, "Decent place. Try this place for Hyderabadi biryani. Very close to the prominent places. Parking is an issue though. Avoid during peak hours."
2, 3, "Food for only spicy lovers , be careful my dear mild food people.
Quantity was huge for one person if u r going with biryani, plan for two people"
3, 2, "Pocket friendly, sumptuous and decent quality.

This place is my goto for late night deliveries. Their Kaju Biryani is a personal favorite.

Well flavoured rice with a generous helping of cashews fried in butter, this one is comfort at its best.

Their other options are good too and the helping is perfect for two."
3, 4, "This is such a default place that if you cannot make your mind, come over here and till now they have never dizappointed. Food is good, service is fast and you have a good time"
2, 3, "the meat peices were very less for the price being charged"
3, 4, "Small but a Lively place . Very good service . I love the nachos here which are served with cream of mayo etc.... the main course dishes combinations are good and evethng here to worth trying ."
0, 1, "food not good because biryani rice not spicy just plain rice given to me"
0, 3, "We ordered Aloo Jeera and some of the pieces tasted stale. it was like the old and new dishes were mixed ."
3, 4, "Cute little place with GREAT food and superb presentation. The interiors are simple and pleasant. The place is very neatly maintained and appears hygienic.
This place is just walkable from my office and it has been my go to place since the time I discovered it.
I love their Garlic Prawns, Chicken Yakitori, Teriyaki chicken, and noodles."
3, 4, "Ambience is good and also starters . Good place to hangout with friends and had nice fun time in spending more time . Thanks for the management to the service and maintaining it on track . Bit Smoked non-veg items should be cooked better ."
3, 4, "Awesome food nd Ambience
Must go place if you are staying nearby
They also have pub inside nd karaoke or other events going on
Also the food served is good in quantity"
3, 4, "**** Follow us on Instagram at @foodieshots_hyd ****

TILT European Bar is a unique bar in Hyderabad that serves a variety of imported beers. While the newly opened micro-breweries struggle to serve good quality beers consistently, TILT fills in the vacuum. It was interesting to note that few of these imported beers are brewed by the Trappist monks. Also apparently the good quality of ingredients that go into brewing of the beers ensure they do not contribute to the dreadful beer belly !

We tasted almost all of their beers thanks to their sampler set containing Belgian Kreik, Chamborlette, La Trappe Witte, Dubbel, Erdinger Weisbier, Erdinger Dunkel and Schuimzuiper. Of these we liked the Dubbel, La Trappe Witte and the Erdinger Dunkel. They also serve a variety of mocktails, our favorite ones were Mint Mango and After Glow.

Their food menu compliments the beers very well. In appetizers we liked the Cajun Spice Grilled Chicken, Zesty Chicken Wings, Cilantro Grilled Fish, Cheese Broccoli and guess what, Spicy Fried Idly ! We were not expecting Spicy Fried Idly to be on the menu but when we tasted it, we understood why this was their most popular appetizer. We loved the Chicken Wings, they were at their juiciest best.

In the main course, we were served Grilled Fish with veggies and Lamb Chops with Rice & French fries, both the mains were great. In desserts, we had the Blueberry Cheese Cake and Choco Lava cake. While the Cheese Cake failed to impress us, the Choco Lava cake was finger licking good !

We ended a wonderful lunch session with shots of Smeets Waffle Jenever, it has a brilliant sweet after taste of Belgian waffles, a must try !

Overall TILT European Bar is a great place to hangout with friends over some great imported beers and delicious food."
0, 3, "Ordered chicken fried piece biryani with an advice of my colleague, after eating I am suggesting the same to my friends and colleagues to eat and order at own nom nom."
3, 4, "By far, one of the best restaurant for North Indian Cuisine. It is our go to outlet for ordering food. The Thalis are really fabulous(Both veg and non-veg) . The quantity is more than sufficient for one person and quality has been really consistent!
They also offer Lucknowi biryani which is is different from normal Hyderabadi biryani and the meat and rice is mixed well (A typical awadhi pulaao). Overall, a great restaurant to satisfy your North Indian taste buds!"
0, 1, "This was our second stop in same complex on Saturday (30/03) evening. Only reason I am giving two stars instead of zero is the rescue of situation by GM of the joint, given below so you guys decide the merits of place.

Went for outdoor sitting at 7:30pm, suddenly one server comes up start arguing we can not sit on table with 5 or 6 chairs as we are only two, this is when all of 40+ tables are empty and we are first to arrive for outdoor sitting, he goes on to argue with us to such extent we started to walk out when at exit we met GM of place who asked why we are walking out given our reason, he was quite apologitic forced to come back in, owner of the place (forgot his name) who was listening to our conversation also came in to apologize. Anyways out of respect for two gentlemen we had one drink each with peanuts and left in 40min.
At 8:15 only 3 tables including our was occupied in outdoor.... Hence the futility of all the hoopla."
3, 4, "Ordered vada pav and pav bhaji. They had a variety of chats . Both the dishes were too delicious. A good snacks joint in Hyderabad. Their dahi papri should top your list."
4, 3, "good"
4, 1, "items are cool ..."
4, 3, "Good Ambience with an absolutely delicious food.
I’ve got best company here by ANANYA (Beyond Flavours)
The place is quite and has peaceful music with fun loving staff.
Great place for friends."
3, 4, "Been there on a Sunday night for a quick snack and ordered Milky Way burger and Thunderstorm burger. These two burgers were different from each other in terms of texture.. Milky way had shredded chicken combined with creamy mayo and a cheese slice. This is a must have for anyone with a craving for cheesy and creamy burgers.. Thunderstorm had bbq chicken strips with a single cheese slice.. The burger just melts in your mouth.. Must visit place for bbq lovers.."
