Predicted label, Actual label, Review
1, 0, "I have been to this place on a sunday with my friends thinking I can have a good meal and spend time with friends but the moment I arrived there it was around 2:15pm and the manager there started nagging saying that the kitchen is going to close in next 10 minutes can you please place the order. This continued even after we placed the main course around 2:30 pm too.. The food tasted good but the nagging was annoying.."
1, 2, "curd rice not good"
4, 3, "One of the best places to get your bakery and dessert requirements fixed!
They have been so goood with what they do they have become a household name to reckon with.
Rainbow pastry and fruit biscuits are the one to die for!
Keep the flag high!"
3, 2, "Visited YYT with my family for Friday dinner. Was longing to have Mandi for long. The restaurant is located close to Q-City amidst the residential property but still attracts good foot fall. The décor is simple yet beautiful. Generous staff. We ordered half chicken mandi and later an extra chicken piece, it was more than sufficient; needless to say it was heavenly. Would love to try desserts from the menu specially baklawa. Good place for get-together. Request the staff to maintain clean washrooms and dining/seating area."
3, 4, "Good food and Great Ambience... Nice place to have Mandi..and this place offers variety of Arabian, Turkish recipes too..Also a great place to take clicks..."
3, 4, "Follow My Instagram @BeingHydFoodie

Hyderabadi Daawat, A New place in town located at Gachibowli. A place know from serving pure authentic Hyderabadi cuisine! And this has been in my list to visit since this place opened.

Talking about the Ambiance, It's gorgeous, simple and spacious with beautiful Interiors and great flighting.

We were here for lunch and since it was our First visit, we were confused what to order, then we asked the management to send their Signature dishes.

But before that since it was very hot, we ordered for Mocktails.
Strawberry Mojito, Virgin mojito, blue Hawaii, Soda fountain and Mango mule were among the Mocktails we had, They're amazing and refreshing!

Started with Yakhni shorba: Very delicious, Mutton was Cooked properly. Soup was Served very Hot!

Murg Sholay Kebabs: The signature Starter of this Place, very well presented with the Mini BBQ sizzling grills. The chicken was Little hard, should've cooked for a Little Longer.

Wok tossed chicken: Chicken was soft and Tender tossed in sauces, Little sweet. Chopped with Bell peppers and spring onions of Topping. Absolutely delicious.

Phuket Fish: One of the best fishes I had recently, very soft perfectly cooked, Slightly spicy. A Must try.

Sikanderi Raan: the House Speciality! The most Tender meat I've ever had in life, Probably the best you'll get in Hyderabad. Very tender, Full of Masalas and loaded with Ghee. The Marination for the Whole Raan is done 24 hours before and then roasted and served on table. Highly recommended!

Chelo Kebabs: Another House Speciality, The Kebabs were tender, Smokey and Delicious. Served along with Mild Flavoured rice, grilled tomatoes, Sunny side up and salad . A perfect platter for 2 people!

Murg Musallam: I've had this in many places, didn't really like it, But here it was one of the bests I had in the city. Though it takes 30 minutes to cook, it was worth waiting. The whole chicken is stuffed with Minced Meat and Boiled Eggs! Chicken is marinated with many spices and Curd Mainly. Cooked very perfectly, tender and Absolute scrumptious. Served along with flavoured rice! Highly recommended and The Best Murg masallam you'll ever find!

Chicken Tikka Lababdar: Scrumptious, Slightly spicy, chicken cooked right to perfect. No Colors added in the gravy, Just Delicious!

Nihari Gosht: I usually don't order mutton gravies from restaurants, But I had Faith in this palace that they serve good meat. As their mutton starters were excellent, even from the Main course this gravy was Scrumptious. Spicy and mutton cooked perfectly. We had these 2 Delicious curries with Hot Butter Naans! I would Recommend these 2 curries, A Must try!

Mutton Biryani: Very Flavourful, meat was perfectly. Rice grains were of a good quality! Just that they added a Lot of cardamom in it, with which the Biryani gave a Strong Flavour. Tasted pretty good.

Ended the Day with Desserts: Hot Shahi Tukda and Matka Firni. Both tasted Delicious, They weren't too sweet. Perfect to end our day.

Outstanding and Fantastic experience at Hyderabadi Daawat, One of the places to serve authentic Hyderabadi cuisine, No Colors and preservatives. Hope This place will never disappoint! It was worth travelling 25 KM's to visit this place. The staff was Humble and took good care of us."
3, 4, "Rich taste. Exotic flavours !!

It’s my favourite place for desserts and birthday cakes

Would definitely recommend everyone to try their ice cream cakes !!"
2, 3, "Food - 5
VFM - 3.5
Packing - 3.5
Service 3.5

Have been to this place multiple times. This is located at the bottom floor of SLN Terminal Mall. Ordered Heaven Can Wait Chicken burger, Double Big Joy and Big Joy Veg burgers.
Heaven Can Wait was awesome with two chicken patties of pepper and spicy flavors, along with lettuce, cheese and jalapeño sauce. Packing for delivery can be improved though.
The big joy buggers were fine but lacking in sauces."
1, 0, "I didnt say to include cheese but they did here. .I didnt liked it ."
3, 4, "I had a food session here. The service was very nice and food was nice too. They have this two amazing varieties of soups, Arabianchicken soup and lemon coriander soup, which were amazing. Dragon Chicken and Hariyali fish is a must try. Chiken pahadi was good as well. They have two varieties of Mandi, fish fried mandi and chicken grilled Mandi, the presentation was excellent. I’m in love with the chicken Mandi here. They have a variety of milkshakes and deserts. Kaddu ki kheer was delicious . Lovely place and the ambiance is beautiful aswell."
1, 0, "Pathethic service and bad quality of food. Its hard to give any particular recommendations for this place since neither the ambience, the food or service is good anyway.

Disappointed."
3, 4, "Awesome Ambience, cheap beers and you can get Kingfisher drought tower in rs 750, ,food is also up to the mark.
Beet part, they allows stack on weekend s."
3, 4, "Had gone there for my birthday with my friends .....the ambience was good .the staff was good ...food was even better .....loved the entire experience 👍👍"
3, 4, "I ordered food online but I wish I went there so that I could’ve had more dishes. The food was totally delicious and their packaging is worth the money. I had Lucknow Chicken Dum Pulao Boneless and it made my day. Quantity looks less but taste makes up for it and you’ll end up having a full tummy. Hyderabadi Briyani is famous but I found this on equal par with it!"
1, 3, "Grilled chicken is not good"
2, 3, "A nice place to hangout with friends and have drinks.
Must try the brewed beer. I tried the OTM ledger, which was pretty good.

Food wise pizza was pretty good. We ordered the mexican pizza. Along with crispy lotus stem and water chestnuts.

Deducting one star for poor service and lack of staffs which resulted in delay in services."
2, 3, "What I love about their shakes are they are not very high in sugar. So sugars don't kill the flavors expected in that shake...!!!

Tried:

poppy corn: Absolutely loved the flavor. You could get a clear flavor of popcorns. Would recommend to try if you love popcorns.

old granola (honey loops) Again amazing. One of the must tries.

berry cherry: Good amount of berries, great flavor. Recommended.
caramel Brownie: This was also pretty good. I am. personally not a caramel flavor lover, so not my fav.

coffee hazel nut: This was just WOW. must have for coffee lovers. They were really generous in putting the coffee in the shake :D. It had a strong coffee flavor. So if you are a true coffee lover you'll like it. ;)
Cheesecake (tuti fruity) : It had exactly tuti fruity flavor. Didn't like it much.
oreo and little hearts (cookie feast): Oreo shake never fails.. :) It was good.
Blueberry slush: I didn't like the slush though. it only seemed to have color but no taste.

Mint o fruit: I don't like mint flavors at all. And was ofc Minty. So not my fav. If you like mint flavors it's for you.

They have different toppings for french fries and potato wedges and they are all just soooo amazing... Must Try.

Cheers.!!"
3, 4, "it is one of the best in gachibowli. it is value for money. the best item i liked is Veg.Biryani and Sambar Rice. I always love to party there."
2, 3, "Taste is good, but quantity is very less for that price"
3, 4, "One of the best biryani of the this ipl season accidentally order but find one of the best place for starters and wide range of variety of biryanis must try taste 5/5 quality 5/5 overall 5/5 thanks zomato"
2, 1, "A small place with with dim lighting and gives the feel of romantic dinner table. At first we thought it's a good budget friendly restaurant for Chinese food in gachibowli. Food tasted good and so was the presentation. we were enjoying our food and suddenly we heard people arguing with Waiter over something. And to our horror when we find out they had found cockroach in their food our experience turned into nightmare. They should maintance the hygiene of their kitchen."
2, 3, "Tasty food. However wrong chutney was sent"
1, 2, "This place is tough to find. Due to constructions nearby and it is a normal hut styled place. Don't go by the pictures.
Food is average. Few items very bad mainly their special biryani. Oh my god it was undercooked and chicken was terrible.
It is not so happening place.
Their main course chicken and veg curries are good and adequate quantity.

P. s: they are good for delivery, yet if u can skip there are good places nearby."
3, 4, "Ordered Afghani nuts ice-cream; gotta say the quantity was more than what I expected and the amount of nuts/dry-fruits was generous. Ice cream was smooth and tasty. Would definitely order again!
Packaging was superb.. they put in dry-ice to keep it cool. Appreciate the effort.

Edit:
Orered hot brownie with vanilla ice-cream. Once again, the packaging was very thoughtful; they sent two separate packages for the hot brownie and ice-cream (with dry ice to keep it cool).
It tasted very delicious... quantity was ample; couldn't finish it alone! It's good enough as dessert for 2 people.

Will keep ordering from Amul ! :)"
3, 4, "Went for the dinner with the family. All the items were delicious. You must try the firni in deserts.
Dont miss the platter and mouth watering non veg platters."
1, 2, "I'm reviewing a delivery order.

I've ordered spaghetti aglio e olio from this place.
It was soaking in oil and very less quantity.

The packing seemed like it was done in a hurry with minimum care. No spoon/fork and tissues were given with the pack.

I really liked the way they didn't backout when it came to adding olives and cherry tomatoes. Keeping the oil aside, the taste was good. However, there is scope for improvement because I've read good things about this place and their food. Didn't expect it to be like this."
2, 3, "We happened to visit American Wild Wings on a Friday evening and the place was desolated. The place is tidy and can have a better ambiance keeping in view their concept.

We started with a lemon mojito. Though refreshing, it was a tad too sweet for my liking. We thought salad would be a good start but unfortunately, our Chicken Ceasar salad was drenched in dressing. It almost tasted like we ate the lettuce with the sauce and not otherwise.

Then came in an array of wings, each with their own signature sauces. We tried 9 different sauces and liked most of them. All the wings were fried well and had a good crunch. Of all the sauces, my top picks were there barbeque, konaseema amd mexican jerk. Barbeque had a perfect sweet to tang ratio, the konaseema had a nice curry spice flavor with hints of pepper, coriander and coconut, and the Mexican jerk had a garlicky peri-peri kind of flavor. Must try sauces! While these sauces were good, few sauces like the lemon garlic and original hot were disappointing. The lemon garlic was doused with oil and it was floating around in our plate. The original hot didn't taste of anything but spice and bitterness. They also have a sauce names Atomic - the hottest on their menu. It was indeed very hot for my liking. We also tried a drumstick in atomic sauce and it was decent. Chicken nuggets were good. Nothing out of the ordinary.

Though their USP is wings, they succumbed to peer pressure and started serving Biryanis, fried rice and a few curries. We tried their chicken fry-piece biryani and it had a unique flavor. The meat was cooked well amd the level of spice was apt, but the bottom half of the biryani was an oil well. Chicken Punjabi, a sarson ka saag version was actually really good. It had the perfect saag flavor. Again, too oily.

Upon their suggestion, we tried their pasta in white sauce and chicken popcorn, both of which were terrible. The pasta was rancid and the popcorn felt like chewing on cardboard. Stay away!

Another thing we noticed was the temperature of the dishes. The first serving of our wings was dead cold. When brought to their notice, the second serving was mouth-burning hot. The biryani seemed like it was heated in the serving bowl. The bowl was so hot, we couldn't even pick it to put the food in our plates.

Overall, they do have potential but have a lot of areas to improve. The quality of wings and sauces is good but the other areas like the usage of oil in dishes, serving temperature and the freshness of ingredients needs to be worked upon. They also need to quickly improve on the ambiance and vibe of the place to attract crowds. Price wise, they are pretty pocket friendly!

Taste: 3.5/5
Ambiance: 3/5
Service: 4/5
Value for money: 4/5"
2, 3, "We ordered from here via swiggy:

We ordered:

Stuffed Mushrooms: They were a little too sweet, yet they tasted great. And quantity was great.

Mushroom in Shechuan Sauce: We ordered this dish, but they sent us some fried paneer gravy dish, we opened it very late after we recieved the order, so we decided to go with it and the paneer  tasted like they used frozen paneer, or may be it was tofu, I have never tasted tofu before so I can't say. But we didn't really like it.

Hakka Noodles: Noodles tasted great. Really tasty, and quantity was really good.

Fresh lime soda: It was really good and refreshing.

Fried rice: It was decent with good amount of veggies. Quality of rice was good.

Stir fried greens: It was really very tasty, good amount of different veggies like Broccoli, Pringle etc
Although we were disappointed that there was no Mushroom."
3, 4, "Went there two times and ordered one same dish i.e. Grilled fish with rice and I must say it's flawless...it should be there signature dish.
Other dishes were tasty too. Liked their service...well trained staff. Overall a good place to enjoy."
3, 4, "A decent restaurant with courteous staff and mouth watering Chinese dishes.A good place to go by for Chinese cuisine...sizzler noodles and bamboo rice is a must try for if you can go with less spice!"
1, 0, "Delivered late and cold"
3, 4, "Am big fan of KS as we are regular customers .we know each and every item and here. They'll take feedback too. And service is slow as crowd was big.. But overall good."
1, 2, "New Entry in Zomato Gold-
Ambiance- 
Olive Garden is located at the Time Square, Indira Nagar beside Dominos Pizza. There is nothing much to say about the ambiance of Olive Garden Restaurant. This restaurant is very small, with no live screening and no music. Ambiance is quite boring, as they didn't even decorated it much. Even on the Saturday night, this place was not at all crowded.
Food-
We ordered Chicken Chatpati Kebab as a starter cost approximately INR 255. The quantity of Kebab was very less. They served Kebab with the green Pudina Chutney. Both the qauntity and the quality was not upto the expectations. Then we ordered Chicken Dum Biryani cost approximately INR 210.
This was the worst dum biryani I ever had, that I didn't even tasted like Biryani. Instead of Dum, they added so much oil in that Biryani. Olive Garden offers 1+1 dish on Zomato Gold membership.
Service-
Service here was too slow and the staff didn't even give attention.
Overall-
I don't recommend this restaurant to anybody, because of the bad experience I had here."
3, 2, "This was my second trip here, after a long gap in between. Overall fine experience. Service is good. We ordered the Prawn Sushi and Jambalaya. The taste of the food is good. Liked the sushi, though found the pieces a little too big. The jambalaya was good in taste and presentation. Overall, good ambience with decent food. Liked the ambience and service better than the food."
0, 1, "Delivered cold food. food is not even warm."
0, 1, "I have to wait for so much time"
1, 0, "Ordered veg cheese Maggi. Could never expect a simple dish as Maggi to be bland, over-cooked and tasteless. Better to cook at home than order."
1, 2, "The ambience was fine, the chairs were cozy. I liked the bengaluru start up coffee. Death by chocolate donut tasted like chocolate cake and rainbow pop has the right amount of frosting, and the donut itself was very soft. Potato wedges were horrible, the pieces were very big and two of them were not cooked properly!!!!"
3, 4, "It's been a great experience visiting this place. The staff over here ensure that you are served with the best food especially Suraj . When we expressed our concern that the we did not like the grill fish item , they served us fried fish which was not even part of their menu ."
2, 3, "I went to this place for a lunch with my friend. We were the first one to land at the restaurant - sharp @12noon. Yeah! We were actually hungry. I liked the place - decoration was awesome! Cool interior. We ordered Veg Machaow Soup, Masala Papad, butter naan, Paneer Massallam and masala cold drinks. Please do note they give only Masala cold drink and not a regular cold col drink. We liked the food, taste was good. But the cold drink was tasteless - I guess it was already opened one so couldn't get the taste bar that everything was good. Ambiance was actually the best - decoration, the and ample space. But service could have been good and fast.

Food - 4/5
Ambiance - 5/5
Service - 4/5

Overall - 4.5/5

Thanks for the hospitality though!"
0, 1, "Serving not upto the basic standards. Place smells wierd and costs not at all fair. Not a preferred place for vegetarians. Most of the items on the menu not available"
3, 4, "One definitely have to try their coconut bun and cream cheese bagels. Bread loafs are so fresh here, and we can get variety of cheese. Super place to hangout."
2, 0, "The ambiance of this place doesn’t justify the price. Severely over priced. Only with Gold is it ok. Would prefer if they thought of their service and ambience and try and compare with other restaurants out there."
3, 4, "This is a restaurant provides a lovely, juicy, tasty, spicy shawarma, 1 for 1 no other dishes required for kuch l lunch or dinner, but a bit spicy that makes you give a pause and sip some juice, i didn't do that though
It's a perfect shawarma..!!"
2, 3, "They’ve opened up recently and I think they have a long way to reach good management.
Other than beer, I’ve tried their LIT and a classic martini!
They’ve got quite a nice ambience for a sports bar.
Food was delicious.
I’ve tried their sizzling non veg tikka platter where you get to choose 3 varieties from their whole kebabs menu!
As per the guy who served us, Jamaican and Nasheman was their speciality.
So we ordered that platter with Jamaican, Nasheman and Malai fish tikka.
Jamaican: 4/5 (more of a spicy tandoor)
Nasheman:3/5 (lame and tasteless)
Malai Fish:4/5 (loves the soft malai fish)

The only problem I faced was table management.
Each time I had to order, I literally had to shout and wave my hands multiple times to get someone’s attention to my table.

Ambience: 4
Service: 3
Food: 5"
3, 4, "Ambience is good and well known for wings and service by sunny is very good.Good place to chill out with friends as well as family with tasty food and drinks"
3, 4, "Recently I had my Son's Birthday at SQUEEZE AT THE LIME ...I am amazed with the Food they have provided at Lime.The Staff behaviour was very good and the patience of the staff when they serve the starters is nice.Out of the food they have provided,Gulabjamun dessert( with hot chocolate sauce)and all the starters were excellent.Rest of the food is good.Its worth to book this banquet hall which can accommodate upto 50 people."
1, 0, "only one chicken piece for whole biryani,such a shame"
3, 4, "With great music and ambience the excitement for the final IPL match was enhanced.
The food is great along with the exotic drinks.
Must try is the cock in the basket which is fried chicken breast."
3, 4, "We ordered a cake for my Niece birthday.

Loved the Coco Vanilla cake. This place is so classy/ The guy on tills is very decent and friendly. Will surely come back."
3, 4, "Good and yummy food. We ordered Murgh Dhaniya shorba soup which was so delicious followed with Lal Mirchi teeka tikka which was tender and juicy. Mutton Tawa Biryani is no less compared to others. Will visit again."
1, 2, "The only biryani which tasted a little sweet to me. Sometimes when u order curd rice and expect nothing fancy but you see some garnishing with pomegranate and then you have mixed feelings. Coz the dish looks pretty but..... Similarly, the packaging is great and garnished with nuts and looks very rich. But at the end wasn't satisfying."
3, 4, "Food is very tasty ... yummy....I ordered food twice in Zomato....it delivered on time.... tandoori is my favourite....it is delicious.....my friend suggested me this restaurant"
3, 4, "Good ambience.. Great food.. Well I would say best Parathas out there in the area. Served with curd and green and red chutney will make you feel eat more but you can't as only one will fill you tummy. Comes in Great packaging if you order online. 15 to 20 mins is average cooking time. So less wait more taste and great value for money is all that you need."
4, 2, "too sweet!"
0, 1, "Food is really very disappointing. Kheema pulao had many chicken pieces and rice was cooked very bad. Even kheema was not prepared well.awful experience"
2, 1, "Heyy veggies!! Good ambience!!
Food I should say is not so appealing...very tough to recommend or think of any standout...Butter Roti is good in breads
Service is good I should say...
Let's talk about Don't Trys:
Manchow Soup
Mushroom Starters (as a mushroom fan..disappointment)
This place would be in my choices with hangouts as priority and not food"
2, 1, "Food is not that much tasty and moreover limited items,limited deserts ,its ok for one time lunch/dinner enjoyed in playing hand football..."
3, 4, "It was Lunch time at Office and i did not bring my lunch box. Ordered a China Combo at just 129.
Wen i got my food, i was amazed by the platter. It was so much food for just 129! and everything was yummmm. It felt like authentic chinese. Moreover all my colleagues tated the food and loved it. Great going Squeeze @ The Lime. You guys made my hectic day very pleasant.
Loved it totally.
From now on everyday without lunch box at office would be Squeeze @ The Lime day."
2, 3, "Food: ordered crispy honey chilli potatoes, kafuli, shaam savera and naans, everything was spiced appropriately. Kafuli was less spicy and shaam savera was good in taste nor too spicy nor too sweet, a tangy taste of tomato gravy.

Service: a little bit slow as there were only few tables occupied but i think they have just few staff members.

Ambience: it has indoor and outdoor seating both, we sat indoor where a projector is mounted and songs were played. Ambience is overall very average.

Value for money: Great. It is actually cheaper than we expected for the quantity and quality of food it served."
1, 0, "Visited this place for the first time (team of 7 people) after checking out the rating and reviews. Not at all happy with the management and the staff.

1. Added few items in between for which we were made to wait for more than 30min with no response whenever asked for. We cancelled the order finally and also were made to pay for the cancelled items (INR 500 extra for the items cancelled).
Reason stated by the staff - if you won’t pay, it will be deducted from our salary.
2. When asked for salad (thrice), no one served. Ultimately, one of us, went to the buffet section and got the onions. Even this wasn’t noticed by anyone.
3. Not happy with the quality of food. Ordered “papdi paneer kebab” as per the staff recommendation. It was dry and not good. We told the guy who served and got no response for our concern.
4. There are many staff members but lack of management.

Highly disappointed."
3, 4, "SUPERLATIVE! I have been here once, and the taste hasn't left me since! I love their brownies. They are super yummy, and the texture is something I have never been able to find anywhere else yet. It is a melt in the mouth treat, just the right amount of everything in it. I also loved their assortment of cupcakes. Worth a try!"
4, 3, "ok"
3, 4, "We have gone for office party
Food was excellent
Service was also good
They have options for rooftop party
We have chosen AC hall it had 45 people capacity
Overall good experience"
0, 1, "Absolutely overhyped place. Substandard biryani and kababs, totally dry and tasteless. No dress code for waiters, hardly any waiters anyway. Pathetic service. I guess each and every place in Hyderabad, which is being talked about, be it pista house or paradise, are totally over hyped."
4, 3, "good"
3, 4, "Went there on a Friday, we were only stags but we went there early, at about 6pm. The environment was very energetic, we had great conversations until night and then went to the dance floor. The DJ was amazing, a good mix of English and Hindi songs. Had one of my best night outs here! It was a little on the expensive side though, for 3 people the bill was 9k rs."
1, 0, "Place located just opposite of DLF gate no 3, which is very much easy to reach. Just reached this place to explore some of their expertise dishes and found lost !
Food quality and staff slowness made me horrible.
Seems they have done some renovation recently, which give something new and good feeling. But to be honest, in a restaurant people visit for good food followed by service. And if this is not maintained then there is no meaning ..!
All the best guys and please do some deep thinking and improve the food quality and service part."
1, 0, "Yesterday, as always I went out for family dinner. We wanted to try something new. My wife searched for a highly rated restaurant and found this restaurant on Google. As I'm Sheraton/ Marriot Platinum member (42216744521/791050313) and had the best experience in past, I thought this would be a good choice. We booked the table. We started the food but soon we realized that we have made the worst decision of our life ever for restaurant selection. We opted to go with Buffet. There is definitely a great variety on the menu but the food was cold, not even warm. I did not like the food much. It was not even okay. As you would expect delicious and ravishing meals from Sheraton, that was not the case here. Only real-time cooked food was hot like pasta, roti. Anyway, we finished our food and came back. Now in the night, my younger son started vomiting and he was finding difficulties to digest water as well. The whole night he was vomiting. And, in the morning my wife stared do vomiting. We rushed to the hospital [Continatal] and the doctor clearly said it is food poising. We went to flashback and realized my wife and younger son had come vegetable team, which may have caused the vomiting. Eldor son had pasta so he was good. 
Very disappointing experience from Sheraton. I have to think about my relation with Sheraton in the future."
3, 4, "Good ambience. Amazing food. 'Gol Gol Gaulloti' and Dal Makhani are must try items.
Good place!
Good ambience. Amazing food. 'Gol Gol Gaulloti' and Dal Makhani are must try items.
Good place!"
3, 4, "The starters were good . Especially mutton starter , They are many varieties in Chicken then other items .
The ambience is so good and the staff is great .
Jayanta service was very good and food was on time. Thanks to them ."
3, 2, "quantity of starters was less"
2, 3, "Want good back grounds for a retro themed photoshoot and while you’re at it , munch on some delicious food? Karachi Cafe , Gachibowli is THE place for you!
Food:
•Peri peri chicken- This dish includes chicken breast topped with peri peri sauce ,is served with mashed potatoes ,Garlic bread and sautéed vegetables.
The chicken was properly marinated and cooked to perfection with the tenderness still intact, it was already sliced to bite sized pieces.
•Chicken pesto sandwich- The sandwiches have a filling of chicken marinated in pesto sauce along with cucumbers and tomatoes; served with potato wedges and tomato ketchup. It has very light taste and perfect meal for two on Hot summer day.
•Bun Maska- Literally the best BUNS you could get your hands on! Filled with fresh cream, melted butter and a layer of white sugar, it’s literally addictive!

Beverages:
•Cold coffee- The beverage wasn’t cold or strong enough to be called as cold coffee in the first place. Would not recommend this drink.
•Irani chai- generally Irani chai is suppose to be milky and sweet but this wasn’t very sugary. It had a mild yet tempting taste . Would definitely recommend.

Ambience: Every wall is decorated with vintage posters, articles and artwork, the front panel of the cafe is made of glass which gives a beautiful glowing effect to the space and the green plants add to its beauty. Perfect place for a formal meeting or a casual hangout with friends or family."
3, 4, "Best paratha you can get in Hyderabad in Gachibowli !! It’s little expensive but 10/10 for food for value !!

Note : Don’t eat paratha if you are on diet !! 😅"
2, 3, "Already been to this place twice, absolutely love the rooftop and the food. It's really windy up there and has a great ambiance, would highly recommend for a date or for hanging out with friends.
The only problem is the service is pretty slow which is probably because there isn't enough staff.
Otherwise no complaints at all."
2, 1, "Felt like i was attending a marriage reception on a saturday night. This place has changed quite a lot over the years or maybe the timing was not right!"
2, 0, "delayed delivery"
1, 2, "the quality is coming down!!! the waffles were my fav and now just disappointed"
0, 1, "It was a bad experience. Worst part was when we entered the places and there was this pathetic smell to welcome us. Another issue, you can't just order anything from the menu because maximum number of items were not available.

The food was smelling too.

I ordered "Steam Naga Fish".

If u really want to eat, get a mask(suggestion)."
2, 3, "They sever a good variety of bread and other baking products but only selected items are good. The must try items are brownies, chocochip cookies, banana bread, sandwiches, pizza etc. They sever few items which don’t really have any purpose but just to attract kids(eg: Nutella Brioche), these kind of items might dissatisfy people."
3, 4, "Polite and friendly. Visited this place for the 3rd time, and the food is decent enough. Good place to visit with the family for dinner and lunch."
1, 0, "Waste of money , tried there Vegetable noodle and chilli chicken gravy combo . Noodle was tasteless , chilly chicken was hard and gravy was just average ."
1, 2, ""Haleem Haleem Haleem"

Hello Peeps;
People Around Us Say Pista House , Pista House During Ramzan Just Because They Prepare Haleem well.

I Was literally Waiting For A Free Time To Go & Have Haleem .
Then Seeing The Very Big Queue Outside The Pista House I Decided To Go Home & Order.

I Ordered Mutton Haleem , Naan & Paneer Butter Masala.
Naan & Paneer Butter Masala Were Mouth Watering To Look At & Even Tasted Soooo Good!!!

Haleem Wasn't that excellent. It Was Ok Ok Because They Added A Lotss Of Spices Like Black Pepper & Cloves.

👉👉It's Irritating When You Chew Haleem & Get Lots Of Cloves In Between When You Chew ( I hope You Understood, Lol)

Paneer Butter Masala : Quantity Was Sufficient For 5 Naans. I Would Rate 5 For The Taste. But I would Rate this Restaurant Upon Haleem Only.

Haleem Taste : As I Said , Not As Expected. It Was Just Ok. Cloves Spoiled My Cup Of Haleem.

I Will Still Give It A Try In Other Branches Of Pista House & Will Let You Know The Reviews."
3, 4, "I ordered the chicken waffle thing, and that was really good. The Shawarma is also pretty good. Haven't tried the desserts, but the mini waffle is decent."
3, 4, "Loved the food and very reasonable rates. Food tastes fresh and relish-able. Pocket friendly meals & buffet. Would love to spend my weekends for full appetite Indian snacks and curries"
3, 4, "My friend ordered the Ulavacharu Chicken Bone Pulao from T-Grill. The price was high, but the taste justified it. It is one of the spicier foods I tried in Hyderabad. I always though Hyderabadi food was spicy. But, I never came across anything very spicy. This one was spicy enough to be memorable. It's one of the best pulaos I've ever had. You will definitely love it."
1, 0, "We have ordered dunkins but it was not fresh and no taste

please don’t prefer this outlet

It was not baked properly and taste was not good.."
