Predicted label, Actual label, Review
2, 3, "Went out for Lunch with friends to this place. The service is good.
We have ordered corn cheese kurkuri which was very good and veg/non veg Biryanis were okay.
Recommend this place to visit once."
0, 1, "Delivered cold food. food is not even warm."
2, 3, "A nice place to taste some of the local delicacies..
I really liked the rusty feel this place has, which takes you back in ages..
Loved the started.. although pulao was not the best I’ve had.
Overall, a nice dine out.."
1, 0, "Ordered veg cheese Maggi. Could never expect a simple dish as Maggi to be bland, over-cooked and tasteless. Better to cook at home than order."
0, 2, "Confused waiters.... half order .... items not available.... customization not available... ahhh total chaos.... but surely not truly Chinese... it's more northeast... nepali food as they are more on spicy and oily side. May be I should have tried thupka or some other northeast specialities.
Give it a try once and do not order corn soup as it has more Aararote powder mixed"
1, 4, "It's been a great experience visiting this place. The staff over here ensure that you are served with the best food especially Suraj . When we expressed our concern that the we did not like the grill fish item , they served us fried fish which was not even part of their menu ."
2, 3, "I went to this place for a lunch with my friend. We were the first one to land at the restaurant - sharp @12noon. Yeah! We were actually hungry. I liked the place - decoration was awesome! Cool interior. We ordered Veg Machaow Soup, Masala Papad, butter naan, Paneer Massallam and masala cold drinks. Please do note they give only Masala cold drink and not a regular cold col drink. We liked the food, taste was good. But the cold drink was tasteless - I guess it was already opened one so couldn't get the taste bar that everything was good. Ambiance was actually the best - decoration, the and ample space. But service could have been good and fast.

Food - 4/5
Ambiance - 5/5
Service - 4/5

Overall - 4.5/5

Thanks for the hospitality though!"
0, 1, "Serving not upto the basic standards. Place smells wierd and costs not at all fair. Not a preferred place for vegetarians. Most of the items on the menu not available"
2, 0, "The ambiance of this place doesn’t justify the price. Severely over priced. Only with Gold is it ok. Would prefer if they thought of their service and ambience and try and compare with other restaurants out there."
1, 4, "This is a restaurant provides a lovely, juicy, tasty, spicy shawarma, 1 for 1 no other dishes required for kuch l lunch or dinner, but a bit spicy that makes you give a pause and sip some juice, i didn't do that though
It's a perfect shawarma..!!"
2, 3, "They’ve opened up recently and I think they have a long way to reach good management.
Other than beer, I’ve tried their LIT and a classic martini!
They’ve got quite a nice ambience for a sports bar.
Food was delicious.
I’ve tried their sizzling non veg tikka platter where you get to choose 3 varieties from their whole kebabs menu!
As per the guy who served us, Jamaican and Nasheman was their speciality.
So we ordered that platter with Jamaican, Nasheman and Malai fish tikka.
Jamaican: 4/5 (more of a spicy tandoor)
Nasheman:3/5 (lame and tasteless)
Malai Fish:4/5 (loves the soft malai fish)

The only problem I faced was table management.
Each time I had to order, I literally had to shout and wave my hands multiple times to get someone’s attention to my table.

Ambience: 4
Service: 3
Food: 5"
0, 1, "Recently been to this place. Good food and economically priced. Service was also good.
Most disappointing part is their crowd management. When they have a board outside only couples after 7.00p.m and then u see 60 percent dance floor is full with stags. No bouncers to check what is going on floor. Stags misbehaving with girls, trying to feel them, smoking on floor, no one is there to look around. Just for their business they r letting everyone in.
I will never visit this place with my wife/lady friend. As there is no security for them. One should enjoy the party but with some limits.
The management should look into this aspect and try to sort it out or else the place will become like its name a Rouge place. Lot of cheap crowd on Saturday night better to avoid."
1, 0, "only one chicken piece for whole biryani,such a shame"
3, 4, "With great music and ambience the excitement for the final IPL match was enhanced.
The food is great along with the exotic drinks.
Must try is the cock in the basket which is fried chicken breast."
4, 3, "Spent an amazing Saturday night there.
Great service.
Ambience is really good.
And Food is okayish but the vibe makes up for it.
Would definitely recommend"
1, 2, "The only biryani which tasted a little sweet to me. Sometimes when u order curd rice and expect nothing fancy but you see some garnishing with pomegranate and then you have mixed feelings. Coz the dish looks pretty but..... Similarly, the packaging is great and garnished with nuts and looks very rich. But at the end wasn't satisfying."
4, 3, "Went here on last friday. I didn't knew about this restaurant before just found out in the street and went. Food here was Awesome. I had ordered for Dahi Kebab and it was outstanding. The food presentation and quality and taste all were good ... Would certainly love to visit this place again...!!! Hope they keep continuing their good work."
3, 4, "Good ambience.. Great food.. Well I would say best Parathas out there in the area. Served with curd and green and red chutney will make you feel eat more but you can't as only one will fill you tummy. Comes in Great packaging if you order online. 15 to 20 mins is average cooking time. So less wait more taste and great value for money is all that you need."
4, 2, "too sweet!"
0, 1, "Food is really very disappointing. Kheema pulao had many chicken pieces and rice was cooked very bad. Even kheema was not prepared well.awful experience"
2, 1, "Food is not that much tasty and moreover limited items,limited deserts ,its ok for one time lunch/dinner enjoyed in playing hand football..."
2, 3, "Food: ordered crispy honey chilli potatoes, kafuli, shaam savera and naans, everything was spiced appropriately. Kafuli was less spicy and shaam savera was good in taste nor too spicy nor too sweet, a tangy taste of tomato gravy.

Service: a little bit slow as there were only few tables occupied but i think they have just few staff members.

Ambience: it has indoor and outdoor seating both, we sat indoor where a projector is mounted and songs were played. Ambience is overall very average.

Value for money: Great. It is actually cheaper than we expected for the quantity and quality of food it served."
1, 2, "Had been here on my birthday and opted for unlimited dinner and have to say till then my birthday was going great because the food was real disappointment including soup, starters, main course and dessert."
2, 3, "We were here for team lunch ,It was good experience ,but there should be more desert item it was having lots of verity but quality should be updated ."
3, 4, "We have gone for office party
Food was excellent
Service was also good
They have options for rooftop party
We have chosen AC hall it had 45 people capacity
Overall good experience"
3, 2, "I am giving 3 star out of 5 to mustang just for roof top ambience where i was able to drink in between the glowing city lights ... Restaurant should work on customer service more ..."
0, 1, "Absolutely overhyped place. Substandard biryani and kababs, totally dry and tasteless. No dress code for waiters, hardly any waiters anyway. Pathetic service. I guess each and every place in Hyderabad, which is being talked about, be it pista house or paradise, are totally over hyped."
4, 3, "awesome paneer but a little late in delivery but overall full marks"
4, 3, "good"
4, 3, "Goa in Hyderabad!! These guys have cracked this juggernaut .

Ambience - 9/10
Service - 10/10
Food & Drinks - 9/10
Value for Money - 8/10

If you love Goa , this is the place to be in Hyderabad. No wonder they were packed on a weekday ( Wednesday)"
2, 4, "Went there on a Friday, we were only stags but we went there early, at about 6pm. The environment was very energetic, we had great conversations until night and then went to the dance floor. The DJ was amazing, a good mix of English and Hindi songs. Had one of my best night outs here! It was a little on the expensive side though, for 3 people the bill was 9k rs."
3, 2, "I love this place. Perfect place to have coffee atleast for me. Spacious, evergreen english songs eg Nirvana, Bryan Adams, on the back ground. It is just a perfect cafe where u can just sit, talk, sip coffee, enjoy the background songs, not a noisy cafe like some other cafes. This cafe is definitely going to be my new favourite in the city.

But the negative point is that they don’t have much items on the food menu which is why I gave only 3star.

Recommended if you care the ambiance and coffee more than the food items."
2, 3, "It's our default choice when we crave Chinese food and if we are around the Gachibowli area. The food tastes great and the fact that they are open all the way from lunch to dinner makes is a very viable option for a decent lunch at odd times in the evening when most other places are closed till dinner. The ambience has nothing to be complained about and the pricing is pretty decent."
2, 3, "Want good back grounds for a retro themed photoshoot and while you’re at it , munch on some delicious food? Karachi Cafe , Gachibowli is THE place for you!
Food:
•Peri peri chicken- This dish includes chicken breast topped with peri peri sauce ,is served with mashed potatoes ,Garlic bread and sautéed vegetables.
The chicken was properly marinated and cooked to perfection with the tenderness still intact, it was already sliced to bite sized pieces.
•Chicken pesto sandwich- The sandwiches have a filling of chicken marinated in pesto sauce along with cucumbers and tomatoes; served with potato wedges and tomato ketchup. It has very light taste and perfect meal for two on Hot summer day.
•Bun Maska- Literally the best BUNS you could get your hands on! Filled with fresh cream, melted butter and a layer of white sugar, it’s literally addictive!

Beverages:
•Cold coffee- The beverage wasn’t cold or strong enough to be called as cold coffee in the first place. Would not recommend this drink.
•Irani chai- generally Irani chai is suppose to be milky and sweet but this wasn’t very sugary. It had a mild yet tempting taste . Would definitely recommend.

Ambience: Every wall is decorated with vintage posters, articles and artwork, the front panel of the cafe is made of glass which gives a beautiful glowing effect to the space and the green plants add to its beauty. Perfect place for a formal meeting or a casual hangout with friends or family."
3, 4, "Best paratha you can get in Hyderabad in Gachibowli !! It’s little expensive but 10/10 for food for value !!

Note : Don’t eat paratha if you are on diet !! 😅"
4, 3, "I was waiting since long to visit this place. One fine breezy evening I’ve been here for dinner. Great spacious and open space to sit and chill for long. I can say great ambience to sit and relax near to outer ring road. Space is great, customer service was too good, food is delicious. Must try sea food space for fish ...
Food :4.5
Service : amazing
Hygiene : 4
VFM : 4
Worth visiting once more: Yes"
1, 0, "delayed delivery"
0, 2, "the quality is coming down!!! the waffles were my fav and now just disappointed"
0, 1, "It was a bad experience. Worst part was when we entered the places and there was this pathetic smell to welcome us. Another issue, you can't just order anything from the menu because maximum number of items were not available.

The food was smelling too.

I ordered "Steam Naga Fish".

If u really want to eat, get a mask(suggestion)."
1, 3, "They sever a good variety of bread and other baking products but only selected items are good. The must try items are brownies, chocochip cookies, banana bread, sandwiches, pizza etc. They sever few items which don’t really have any purpose but just to attract kids(eg: Nutella Brioche), these kind of items might dissatisfy people."
1, 0, "Waste of money , tried there Vegetable noodle and chilli chicken gravy combo . Noodle was tasteless , chilly chicken was hard and gravy was just average ."
4, 3, "One of the best rice combo available with faasos

Must try

Taste 5/5
Packing 5/5

Comes with one gulabjamun complimentary and
Teekha seasoning."
3, 4, "I ordered the chicken waffle thing, and that was really good. The Shawarma is also pretty good. Haven't tried the desserts, but the mini waffle is decent."
2, 3, "Ambiance is really good and it's very close to financial district. restaurant staff is very helpful and polite. I visited this place many times for corporate lunches. You will get verity of options for lunch. Food is tasty and less spicy. Lunch cost around 1000 per person.

once I visited this place for dinner and got to know that they serve very few options for dinner buffet. Dinner buffet is usually for their resident guests and it cost around 700 per person. Though you can enjoy a la carte. Restaurant also have full bar available.

every day 4pm to 8pm is happy hour. Zomato gold option is not available."
4, 3, "A decent punjabi food place. Awesome food and nice ambience. The packaging is superb!! Another must visit place for punjabi food lovers. Variety of options to try."
4, 3, "Amazing red velvet brownie.Melts in your mouth and a must try.
cupcakes are nice but brownie is a clear winner.
Prices are a bit high.
got few boxes of cupcakes and brownie."
3, 4, "My friend ordered the Ulavacharu Chicken Bone Pulao from T-Grill. The price was high, but the taste justified it. It is one of the spicier foods I tried in Hyderabad. I always though Hyderabadi food was spicy. But, I never came across anything very spicy. This one was spicy enough to be memorable. It's one of the best pulaos I've ever had. You will definitely love it."
2, 4, "Ordered Meals(Dal makhni + Rice + roti + Aloo Gobhi). Tastes really good and was fulfilling too. Just one thing, if you could include some plastic cutlery, So that we can pour curries into the bowls. It is difficult to manage this in office without cutlery."
2, 4, "Went to this place for lunch. Opted for a Set Menu with the on going Dim Sun Festival. Soup was good. Dim sums were awesome and they served a wide variety of Bao, Gyoza, Dim Sum, Wonton. Main Couse was ok with Rice and Noodles. Desert was Fried Banana in Caramel Sauce with ice cream. Desert was good as well.

Ambience - 4/5
Food - 4.5/5
Service - 4.5/5"
3, 4, "Well if atall I am in Gachibowli area in lunch times or dinner times...my mind like a magnet asks me to get into this cozy bistro. Each thin slices of pizza wid toppings of olive oil and chilli flakes is all you need for your mid day motivation.
Have been to this place couple of times and Everytime tried something new in veg. But pizza has been a constant one. The Spanish rice too has a very authentic taste and was in competition to the pizza to give ultimate pleasure to tell taste buds. These two dishes have been my favorite and most recommend tough have tried other dishes as well.
A friendly staff and zomato gold is a value addition to this place.
Review#2 my regular visits to this place made me increase the rating from 4 to 5.
I have been to pizza events where the restaurants where claiming that it's the best pizza in town or money back .
Tough I did claim the money back as I feel the best pizza in town is what you get here.
Zomato gold is always an add on benifit .
Every time I go to this place...I come out happy tummy n happy soul .."
4, 3, "Navratri Special Thali was the one I tried this Navratri as a food tasting session.I just loved the food and the thali.

It's a must try as it was absolutely filling as well as delicious.

It was a satvik thali which means without onion and garlic used.Still had two stuff parathas made of kuttu ka aata, paneer ki sabzi, sabudana kheer.

Packing was perfect!

Highly Recommended"
2, 3, "Good for some biryanis and probably the ambience if you were to impress someone you host.

As for the quantities served and the price, wouldn't really be keen on visiting too often."
2, 3, "This place will make you to feel like a royal guest... Ambiance gives us the small sample of royalness of our earlier Indian Kings... Great food,good service,little over priced
Service:5/5
Food:4.5/5
Ambiance:5/5"
2, 3, "On a Saturday casual lunch, i was simply floored by the ambiance they have set up. And I couldn't stop looking at the artifacts they have put up. Its like one could just spent hours looking at them and admiring the heritage of India.

I was in mood for chinese and went full blast.
The wonton soup superceded the manchow one.
The dragon prawns were okayish. The sangdown chicken wings could have been more jucier.

Coming on to the main course, we had ordered a barrage of items.
Sanghai fried rice: loved it
Kung pao chicken : delicious
Hunan chicken : bland, had to parcel
Shrimp soft noodles: good
Bamboo fried rice: good
Pan fried noodles in Cantonese sauce: a disaster.

For my part I had ordered food which turned out to be best, my friends were dissapointed.

The mojito and virgin mojito were good and packed a punch.

I loved everything about this restaurant and would be back here to try my favourite kung pao chicken. It has stuck on my taste buds.

Taste: 4
Service :4
Ambiance : 5
Value for money : 4"
