Predicted label, Actual label, Review
3, 2, "Visited YYT with my family for Friday dinner. Was longing to have Mandi for long. The restaurant is located close to Q-City amidst the residential property but still attracts good foot fall. The décor is simple yet beautiful. Generous staff. We ordered half chicken mandi and later an extra chicken piece, it was more than sufficient; needless to say it was heavenly. Would love to try desserts from the menu specially baklawa. Good place for get-together. Request the staff to maintain clean washrooms and dining/seating area."
3, 4, "Good food and Great Ambience... Nice place to have Mandi..and this place offers variety of Arabian, Turkish recipes too..Also a great place to take clicks..."
3, 4, "Follow My Instagram @BeingHydFoodie

Hyderabadi Daawat, A New place in town located at Gachibowli. A place know from serving pure authentic Hyderabadi cuisine! And this has been in my list to visit since this place opened.

Talking about the Ambiance, It's gorgeous, simple and spacious with beautiful Interiors and great flighting.

We were here for lunch and since it was our First visit, we were confused what to order, then we asked the management to send their Signature dishes.

But before that since it was very hot, we ordered for Mocktails.
Strawberry Mojito, Virgin mojito, blue Hawaii, Soda fountain and Mango mule were among the Mocktails we had, They're amazing and refreshing!

Started with Yakhni shorba: Very delicious, Mutton was Cooked properly. Soup was Served very Hot!

Murg Sholay Kebabs: The signature Starter of this Place, very well presented with the Mini BBQ sizzling grills. The chicken was Little hard, should've cooked for a Little Longer.

Wok tossed chicken: Chicken was soft and Tender tossed in sauces, Little sweet. Chopped with Bell peppers and spring onions of Topping. Absolutely delicious.

Phuket Fish: One of the best fishes I had recently, very soft perfectly cooked, Slightly spicy. A Must try.

Sikanderi Raan: the House Speciality! The most Tender meat I've ever had in life, Probably the best you'll get in Hyderabad. Very tender, Full of Masalas and loaded with Ghee. The Marination for the Whole Raan is done 24 hours before and then roasted and served on table. Highly recommended!

Chelo Kebabs: Another House Speciality, The Kebabs were tender, Smokey and Delicious. Served along with Mild Flavoured rice, grilled tomatoes, Sunny side up and salad . A perfect platter for 2 people!

Murg Musallam: I've had this in many places, didn't really like it, But here it was one of the bests I had in the city. Though it takes 30 minutes to cook, it was worth waiting. The whole chicken is stuffed with Minced Meat and Boiled Eggs! Chicken is marinated with many spices and Curd Mainly. Cooked very perfectly, tender and Absolute scrumptious. Served along with flavoured rice! Highly recommended and The Best Murg masallam you'll ever find!

Chicken Tikka Lababdar: Scrumptious, Slightly spicy, chicken cooked right to perfect. No Colors added in the gravy, Just Delicious!

Nihari Gosht: I usually don't order mutton gravies from restaurants, But I had Faith in this palace that they serve good meat. As their mutton starters were excellent, even from the Main course this gravy was Scrumptious. Spicy and mutton cooked perfectly. We had these 2 Delicious curries with Hot Butter Naans! I would Recommend these 2 curries, A Must try!

Mutton Biryani: Very Flavourful, meat was perfectly. Rice grains were of a good quality! Just that they added a Lot of cardamom in it, with which the Biryani gave a Strong Flavour. Tasted pretty good.

Ended the Day with Desserts: Hot Shahi Tukda and Matka Firni. Both tasted Delicious, They weren't too sweet. Perfect to end our day.

Outstanding and Fantastic experience at Hyderabadi Daawat, One of the places to serve authentic Hyderabadi cuisine, No Colors and preservatives. Hope This place will never disappoint! It was worth travelling 25 KM's to visit this place. The staff was Humble and took good care of us."
2, 1, "Ordered online from ola cravings . Donuts were not fresh. I ordered twice . First time the donut was good but Second time i got some stone in the donut which completly spoiled my taste.
Food - 2/5
Delivery - 5/5"
1, 0, "I didnt say to include cheese but they did here. .I didnt liked it ."
3, 4, "I had a food session here. The service was very nice and food was nice too. They have this two amazing varieties of soups, Arabianchicken soup and lemon coriander soup, which were amazing. Dragon Chicken and Hariyali fish is a must try. Chiken pahadi was good as well. They have two varieties of Mandi, fish fried mandi and chicken grilled Mandi, the presentation was excellent. I’m in love with the chicken Mandi here. They have a variety of milkshakes and deserts. Kaddu ki kheer was delicious . Lovely place and the ambiance is beautiful aswell."
3, 4, "Awesome Ambience, cheap beers and you can get Kingfisher drought tower in rs 750, ,food is also up to the mark.
Beet part, they allows stack on weekend s."
3, 4, "I ordered food online but I wish I went there so that I could’ve had more dishes. The food was totally delicious and their packaging is worth the money. I had Lucknow Chicken Dum Pulao Boneless and it made my day. Quantity looks less but taste makes up for it and you’ll end up having a full tummy. Hyderabadi Briyani is famous but I found this on equal par with it!"
2, 1, "rotis not baked well"
1, 3, "Grilled chicken is not good"
2, 3, "A nice place to hangout with friends and have drinks.
Must try the brewed beer. I tried the OTM ledger, which was pretty good.

Food wise pizza was pretty good. We ordered the mexican pizza. Along with crispy lotus stem and water chestnuts.

Deducting one star for poor service and lack of staffs which resulted in delay in services."
3, 4, "it is one of the best in gachibowli. it is value for money. the best item i liked is Veg.Biryani and Sambar Rice. I always love to party there."
1, 0, "Nasi Goreng, Kung pao chicken & burnt garlic chicken were really spicy & over powered with chilly flakes! Looked & tasted like every second grains of rice had a chilli flake tagged to it! The saving grace was the Indonesian prawn curry with steamed rice. Really upset with tonight’s order."
3, 1, "Visited this restaurant thinking to have good food, but the efforts were wasted. We went on a Friday and we started eating the starters. After starters when we asked for main course, the staff told that on Friday they have only street food and no main course is available. Felt like we wasted our money.

Though the starters were good, but main course should also be there. Street food should be the add on and not the only food.

Two stars only for the ambience.

shubhamtraveltales.wordpress.com"
0, 1, "A small place with with dim lighting and gives the feel of romantic dinner table. At first we thought it's a good budget friendly restaurant for Chinese food in gachibowli. Food tasted good and so was the presentation. we were enjoying our food and suddenly we heard people arguing with Waiter over something. And to our horror when we find out they had found cockroach in their food our experience turned into nightmare. They should maintance the hygiene of their kitchen."
2, 3, "Tasty food. However wrong chutney was sent"
1, 2, "This place is tough to find. Due to constructions nearby and it is a normal hut styled place. Don't go by the pictures.
Food is average. Few items very bad mainly their special biryani. Oh my god it was undercooked and chicken was terrible.
It is not so happening place.
Their main course chicken and veg curries are good and adequate quantity.

P. s: they are good for delivery, yet if u can skip there are good places nearby."
3, 4, "Ordered Afghani nuts ice-cream; gotta say the quantity was more than what I expected and the amount of nuts/dry-fruits was generous. Ice cream was smooth and tasty. Would definitely order again!
Packaging was superb.. they put in dry-ice to keep it cool. Appreciate the effort.

Edit:
Orered hot brownie with vanilla ice-cream. Once again, the packaging was very thoughtful; they sent two separate packages for the hot brownie and ice-cream (with dry ice to keep it cool).
It tasted very delicious... quantity was ample; couldn't finish it alone! It's good enough as dessert for 2 people.

Will keep ordering from Amul ! :)"
3, 4, "Went for the dinner with the family. All the items were delicious. You must try the firni in deserts.
Dont miss the platter and mouth watering non veg platters."
1, 2, "I'm reviewing a delivery order.

I've ordered spaghetti aglio e olio from this place.
It was soaking in oil and very less quantity.

The packing seemed like it was done in a hurry with minimum care. No spoon/fork and tissues were given with the pack.

I really liked the way they didn't backout when it came to adding olives and cherry tomatoes. Keeping the oil aside, the taste was good. However, there is scope for improvement because I've read good things about this place and their food. Didn't expect it to be like this."
3, 4, "A decent restaurant with courteous staff and mouth watering Chinese dishes.A good place to go by for Chinese cuisine...sizzler noodles and bamboo rice is a must try for if you can go with less spice!"
3, 4, "One of the best restaurants I have visited in Hyderabad... I like to spend time here whenever I feel like going. The ambience is just awesome. Food is also good but little costly. Drinks are no doubt the best, specially sangria is awesome..."
3, 4, "Am big fan of KS as we are regular customers .we know each and every item and here. They'll take feedback too. And service is slow as crowd was big.. But overall good."
0, 2, "New Entry in Zomato Gold-
Ambiance- 
Olive Garden is located at the Time Square, Indira Nagar beside Dominos Pizza. There is nothing much to say about the ambiance of Olive Garden Restaurant. This restaurant is very small, with no live screening and no music. Ambiance is quite boring, as they didn't even decorated it much. Even on the Saturday night, this place was not at all crowded.
Food-
We ordered Chicken Chatpati Kebab as a starter cost approximately INR 255. The quantity of Kebab was very less. They served Kebab with the green Pudina Chutney. Both the qauntity and the quality was not upto the expectations. Then we ordered Chicken Dum Biryani cost approximately INR 210.
This was the worst dum biryani I ever had, that I didn't even tasted like Biryani. Instead of Dum, they added so much oil in that Biryani. Olive Garden offers 1+1 dish on Zomato Gold membership.
Service-
Service here was too slow and the staff didn't even give attention.
Overall-
I don't recommend this restaurant to anybody, because of the bad experience I had here."
3, 2, "This was my second trip here, after a long gap in between. Overall fine experience. Service is good. We ordered the Prawn Sushi and Jambalaya. The taste of the food is good. Liked the sushi, though found the pieces a little too big. The jambalaya was good in taste and presentation. Overall, good ambience with decent food. Liked the ambience and service better than the food."
4, 3, "I tried the buffet dinner. Very good spread both for vegetarians and non vegetarians . The food was good and the staff were friendly too. Will definitely be going there again. Do check out my blog page for more reviews @s.t.a.s.h on instagram."
0, 1, "Delivered cold food. food is not even warm."
0, 1, "I have to wait for so much time"
1, 2, "Confused waiters.... half order .... items not available.... customization not available... ahhh total chaos.... but surely not truly Chinese... it's more northeast... nepali food as they are more on spicy and oily side. May be I should have tried thupka or some other northeast specialities.
Give it a try once and do not order corn soup as it has more Aararote powder mixed"
3, 4, "It's been a great experience visiting this place. The staff over here ensure that you are served with the best food especially Suraj . When we expressed our concern that the we did not like the grill fish item , they served us fried fish which was not even part of their menu ."
3, 4, "Shah Ghouse is a best place for Hyderabad biryani. Their quality and quantity are really satisfied. They have all the branches with same taste."
3, 4, "One definitely have to try their coconut bun and cream cheese bagels. Bread loafs are so fresh here, and we can get variety of cheese. Super place to hangout."
2, 0, "The ambiance of this place doesn’t justify the price. Severely over priced. Only with Gold is it ok. Would prefer if they thought of their service and ambience and try and compare with other restaurants out there."
3, 4, "This is a restaurant provides a lovely, juicy, tasty, spicy shawarma, 1 for 1 no other dishes required for kuch l lunch or dinner, but a bit spicy that makes you give a pause and sip some juice, i didn't do that though
It's a perfect shawarma..!!"
3, 4, "With great music and ambience the excitement for the final IPL match was enhanced.
The food is great along with the exotic drinks.
Must try is the cock in the basket which is fried chicken breast."
3, 4, "We ordered a cake for my Niece birthday.

Loved the Coco Vanilla cake. This place is so classy/ The guy on tills is very decent and friendly. Will surely come back."
3, 4, "Good and yummy food. We ordered Murgh Dhaniya shorba soup which was so delicious followed with Lal Mirchi teeka tikka which was tender and juicy. Mutton Tawa Biryani is no less compared to others. Will visit again."
4, 3, "Went here on last friday. I didn't knew about this restaurant before just found out in the street and went. Food here was Awesome. I had ordered for Dahi Kebab and it was outstanding. The food presentation and quality and taste all were good ... Would certainly love to visit this place again...!!! Hope they keep continuing their good work."
3, 4, "Good ambience.. Great food.. Well I would say best Parathas out there in the area. Served with curd and green and red chutney will make you feel eat more but you can't as only one will fill you tummy. Comes in Great packaging if you order online. 15 to 20 mins is average cooking time. So less wait more taste and great value for money is all that you need."
0, 1, "Food is really very disappointing. Kheema pulao had many chicken pieces and rice was cooked very bad. Even kheema was not prepared well.awful experience"
2, 1, "Heyy veggies!! Good ambience!!
Food I should say is not so appealing...very tough to recommend or think of any standout...Butter Roti is good in breads
Service is good I should say...
Let's talk about Don't Trys:
Manchow Soup
Mushroom Starters (as a mushroom fan..disappointment)
This place would be in my choices with hangouts as priority and not food"
4, 3, "Ordered classic waffle from the foodie monster kitchen, Gachibowli and it was so yummm! Beautiful balanced taste, no overpowering egg smell, a little crisp outside and soft and fluffy inside. Plus, the prices are also reasonable. Good find, will order from here again."
2, 1, "Food is not that much tasty and moreover limited items,limited deserts ,its ok for one time lunch/dinner enjoyed in playing hand football..."
3, 4, "We have gone for office party
Food was excellent
Service was also good
They have options for rooftop party
We have chosen AC hall it had 45 people capacity
Overall good experience"
3, 2, "I am giving 3 star out of 5 to mustang just for roof top ambience where i was able to drink in between the glowing city lights ... Restaurant should work on customer service more ..."
0, 1, "Absolutely overhyped place. Substandard biryani and kababs, totally dry and tasteless. No dress code for waiters, hardly any waiters anyway. Pathetic service. I guess each and every place in Hyderabad, which is being talked about, be it pista house or paradise, are totally over hyped."
4, 3, "good"
3, 4, "Went there on a Friday, we were only stags but we went there early, at about 6pm. The environment was very energetic, we had great conversations until night and then went to the dance floor. The DJ was amazing, a good mix of English and Hindi songs. Had one of my best night outs here! It was a little on the expensive side though, for 3 people the bill was 9k rs."
3, 2, "I love this place. Perfect place to have coffee atleast for me. Spacious, evergreen english songs eg Nirvana, Bryan Adams, on the back ground. It is just a perfect cafe where u can just sit, talk, sip coffee, enjoy the background songs, not a noisy cafe like some other cafes. This cafe is definitely going to be my new favourite in the city.

But the negative point is that they don’t have much items on the food menu which is why I gave only 3star.

Recommended if you care the ambiance and coffee more than the food items."
3, 2, "quantity of starters was less"
3, 4, "Best paratha you can get in Hyderabad in Gachibowli !! It’s little expensive but 10/10 for food for value !!

Note : Don’t eat paratha if you are on diet !! 😅"
2, 1, "Felt like i was attending a marriage reception on a saturday night. This place has changed quite a lot over the years or maybe the timing was not right!"
4, 3, "I was waiting since long to visit this place. One fine breezy evening I’ve been here for dinner. Great spacious and open space to sit and chill for long. I can say great ambience to sit and relax near to outer ring road. Space is great, customer service was too good, food is delicious. Must try sea food space for fish ...
Food :4.5
Service : amazing
Hygiene : 4
VFM : 4
Worth visiting once more: Yes"
4, 0, "delayed delivery"
1, 2, "the quality is coming down!!! the waffles were my fav and now just disappointed"
0, 1, "It was a bad experience. Worst part was when we entered the places and there was this pathetic smell to welcome us. Another issue, you can't just order anything from the menu because maximum number of items were not available.

The food was smelling too.

I ordered "Steam Naga Fish".

If u really want to eat, get a mask(suggestion)."
3, 4, "Polite and friendly. Visited this place for the 3rd time, and the food is decent enough. Good place to visit with the family for dinner and lunch."
2, 0, "Waste of money , tried there Vegetable noodle and chilli chicken gravy combo . Noodle was tasteless , chilly chicken was hard and gravy was just average ."
3, 4, "I ordered the chicken waffle thing, and that was really good. The Shawarma is also pretty good. Haven't tried the desserts, but the mini waffle is decent."
3, 4, "Loved the food and very reasonable rates. Food tastes fresh and relish-able. Pocket friendly meals & buffet. Would love to spend my weekends for full appetite Indian snacks and curries"
3, 4, "Where would like to have delicious food and good ambience seems and their service as well as I found these things at the absolute sizzlers only and they use to provide us nice buffet with 50 percent off on buffet that too very reasonable cost this is really good thing I loved it"
3, 4, "My friend ordered the Ulavacharu Chicken Bone Pulao from T-Grill. The price was high, but the taste justified it. It is one of the spicier foods I tried in Hyderabad. I always though Hyderabadi food was spicy. But, I never came across anything very spicy. This one was spicy enough to be memorable. It's one of the best pulaos I've ever had. You will definitely love it."
3, 4, "Ordered Meals(Dal makhni + Rice + roti + Aloo Gobhi). Tastes really good and was fulfilling too. Just one thing, if you could include some plastic cutlery, So that we can pour curries into the bowls. It is difficult to manage this in office without cutlery."
3, 4, "Went to this place for lunch. Opted for a Set Menu with the on going Dim Sun Festival. Soup was good. Dim sums were awesome and they served a wide variety of Bao, Gyoza, Dim Sum, Wonton. Main Couse was ok with Rice and Noodles. Desert was Fried Banana in Caramel Sauce with ice cream. Desert was good as well.

Ambience - 4/5
Food - 4.5/5
Service - 4.5/5"
0, 1, "Had a very disappointing experience here today. We had been eyeing this place since long and planned our brunch to be had here. Loved the place, it was spacious and the ambiance was really good. The first thing I ordered was coffee but they were not serving any hot beverages. Next wanted to try pizza as they serve in different shapes but that too was unavailable. Did not felt like ordering anything after this. Highly disappointed."
3, 4, "Well if atall I am in Gachibowli area in lunch times or dinner times...my mind like a magnet asks me to get into this cozy bistro. Each thin slices of pizza wid toppings of olive oil and chilli flakes is all you need for your mid day motivation.
Have been to this place couple of times and Everytime tried something new in veg. But pizza has been a constant one. The Spanish rice too has a very authentic taste and was in competition to the pizza to give ultimate pleasure to tell taste buds. These two dishes have been my favorite and most recommend tough have tried other dishes as well.
A friendly staff and zomato gold is a value addition to this place.
Review#2 my regular visits to this place made me increase the rating from 4 to 5.
I have been to pizza events where the restaurants where claiming that it's the best pizza in town or money back .
Tough I did claim the money back as I feel the best pizza in town is what you get here.
Zomato gold is always an add on benifit .
Every time I go to this place...I come out happy tummy n happy soul .."
2, 3, "Good for some biryanis and probably the ambience if you were to impress someone you host.

As for the quantities served and the price, wouldn't really be keen on visiting too often."
3, 4, "Nice pancakes and waffle.
Loved the fried eggs and tea in the combo"
2, 3, "This bakery is present in a prime location.
The ambience and seating are great.
But the food lacks in taste.
I tried blueberry cake and 🍄 mushroom makhni 🥪 sandwich here, neither of which was upto the mark.
Still, it's a great place to hangout with friends."
3, 2, "Decent place. Try this place for Hyderabadi biryani. Very close to the prominent places. Parking is an issue though. Avoid during peak hours."
2, 3, "Food for only spicy lovers , be careful my dear mild food people.
Quantity was huge for one person if u r going with biryani, plan for two people"
3, 2, "Pocket friendly, sumptuous and decent quality.

This place is my goto for late night deliveries. Their Kaju Biryani is a personal favorite.

Well flavoured rice with a generous helping of cashews fried in butter, this one is comfort at its best.

Their other options are good too and the helping is perfect for two."
2, 3, "the meat peices were very less for the price being charged"
3, 4, "Small but a Lively place . Very good service . I love the nachos here which are served with cream of mayo etc.... the main course dishes combinations are good and evethng here to worth trying ."
1, 0, "Not good.. They are using to much oil in Biryani.. it was very good three months back.. now Biryani is too bad ...and starts and Tandur is good test"
1, 0, "Visited here to have some quick bites. Ordered a chicken cheese roll and butter chicken roll.
Both of them was very bad in taste that it almost made me puke."
1, 3, "We ordered Aloo Jeera and some of the pieces tasted stale. it was like the old and new dishes were mixed ."
3, 4, "Ambience is good and also starters . Good place to hangout with friends and had nice fun time in spending more time . Thanks for the management to the service and maintaining it on track . Bit Smoked non-veg items should be cooked better ."
3, 4, "**** Follow us on Instagram at @foodieshots_hyd ****

TILT European Bar is a unique bar in Hyderabad that serves a variety of imported beers. While the newly opened micro-breweries struggle to serve good quality beers consistently, TILT fills in the vacuum. It was interesting to note that few of these imported beers are brewed by the Trappist monks. Also apparently the good quality of ingredients that go into brewing of the beers ensure they do not contribute to the dreadful beer belly !

We tasted almost all of their beers thanks to their sampler set containing Belgian Kreik, Chamborlette, La Trappe Witte, Dubbel, Erdinger Weisbier, Erdinger Dunkel and Schuimzuiper. Of these we liked the Dubbel, La Trappe Witte and the Erdinger Dunkel. They also serve a variety of mocktails, our favorite ones were Mint Mango and After Glow.

Their food menu compliments the beers very well. In appetizers we liked the Cajun Spice Grilled Chicken, Zesty Chicken Wings, Cilantro Grilled Fish, Cheese Broccoli and guess what, Spicy Fried Idly ! We were not expecting Spicy Fried Idly to be on the menu but when we tasted it, we understood why this was their most popular appetizer. We loved the Chicken Wings, they were at their juiciest best.

In the main course, we were served Grilled Fish with veggies and Lamb Chops with Rice & French fries, both the mains were great. In desserts, we had the Blueberry Cheese Cake and Choco Lava cake. While the Cheese Cake failed to impress us, the Choco Lava cake was finger licking good !

We ended a wonderful lunch session with shots of Smeets Waffle Jenever, it has a brilliant sweet after taste of Belgian waffles, a must try !

Overall TILT European Bar is a great place to hangout with friends over some great imported beers and delicious food."
4, 3, "Ordered chicken fried piece biryani with an advice of my colleague, after eating I am suggesting the same to my friends and colleagues to eat and order at own nom nom."
2, 1, "This was our second stop in same complex on Saturday (30/03) evening. Only reason I am giving two stars instead of zero is the rescue of situation by GM of the joint, given below so you guys decide the merits of place.

Went for outdoor sitting at 7:30pm, suddenly one server comes up start arguing we can not sit on table with 5 or 6 chairs as we are only two, this is when all of 40+ tables are empty and we are first to arrive for outdoor sitting, he goes on to argue with us to such extent we started to walk out when at exit we met GM of place who asked why we are walking out given our reason, he was quite apologitic forced to come back in, owner of the place (forgot his name) who was listening to our conversation also came in to apologize. Anyways out of respect for two gentlemen we had one drink each with peanuts and left in 40min.
At 8:15 only 3 tables including our was occupied in outdoor.... Hence the futility of all the hoopla."
3, 4, "Ordered vada pav and pav bhaji. They had a variety of chats . Both the dishes were too delicious. A good snacks joint in Hyderabad. Their dahi papri should top your list."
4, 3, "good"
4, 1, "items are cool ..."
4, 3, "Good Ambience with an absolutely delicious food.
I’ve got best company here by ANANYA (Beyond Flavours)
The place is quite and has peaceful music with fun loving staff.
Great place for friends."
3, 4, "Been there on a Sunday night for a quick snack and ordered Milky Way burger and Thunderstorm burger. These two burgers were different from each other in terms of texture.. Milky way had shredded chicken combined with creamy mayo and a cheese slice. This is a must have for anyone with a craving for cheesy and creamy burgers.. Thunderstorm had bbq chicken strips with a single cheese slice.. The burger just melts in your mouth.. Must visit place for bbq lovers.."
1, 2, "I had ordered gobi methi paratha.. it was ok. Not good. It was too oily. Not much taste. It tasted like it was a re-heated paratha. Not fresh."
3, 2, "Its an open space eating place famous for their litti chokha. Although they have a range of options to order.

Recommend this place if you want to try litti chokha. They serve it with chokha and 3 types of chutni.

The service is very slow so you need to be really active to ensure that your order is through."
3, 4, "Had heard about this place from a colleague of mine, post which I decided to try it myself. A quaint little place opposite SLN Terminus, this joint serves authentic Tibetan cuisine and is a pork and beef lover's delight. We had ordered Minty Cucumber in mocktails, a Korean appetizer Tangsuyuk, Kalbi Bokum, Smoked Pork fried with Bamboo Shoots and Teriyaki Chicken. All the dishes tasted good, the Teriyaki Chicken was too sweet though.
Would love to visit again and try out their other delicacies."
3, 2, "Cakes were really good and tasty in Pista House. Though the models are quiet simple and normal, flavors were really good. Loved the Mango flavor cake."
3, 4, "Ordered chicken milky way burger at 3am and realized McDonald's and burger king are nothing compared to this burger!
Can sleep with happy tummy!"
3, 1, "We ordered four different ice creams
1 chocolate ecstasy
2 chocolate chocolate sundae
3 chocolate banana split
4 the chocolate room brownie Sundae
and all of them were same"
1, 0, "Reading the reviews we visited this place, however our experience was not good. We were not offered our preferred seat even when most of the tables were empty and unreserved. Few of the staff members were rude and rigid and the food was fine."
1, 2, "I have ordered carrot cake with cream cheese frosting. Their online menu says it's their signature cake. It was the worst cake I ate till date. It's just walnut kismiss cake with cinnamon flavour and maybe carrot somewhere. And of course cream cheese frosting. There were simply too many kismiss in there. I hated every bit of that cake.
I have had few other chocolate flavour cakes from here and they are an absolute delight. 3.5 rating is because carrot cake has spoiled it all. How much ever I say, it will be less compared to my feelings after eating that cake."
3, 2, "quantity less"
2, 3, "As they promise best butter chicken its not true butter chicken was not that creamy and smooth it was missing that hint. Ambience is good other things were good. Menu is quite funky, decor is punjabi theme.
They need to improve thier service."
4, 3, "Had the best of icreams at #creamstone🍨. We went there around 2 in the morning. .
They have different flavours to pic from. We had alfanso, fruit exotica and ferrero rocher. Exquisite desserts with unique taste. I loved the alphanso. They chopped these mangos over the yummy icecream.
Highly recommended. 😇"
4, 3, "I have been to this place 4-5 times and have different variety of dishes. Every dish was just perfect !!! And the prices are very reasonable compared to other Punjabi restaurants . Will definitely visit to try other dishes. Lassi here is MUST TRY :) Ambience is also really good"
2, 0, "preparation was not good"
3, 2, "La La Land!

Ambiance- 3.5/5
It has a black theme with modern crafty ceilings & is dimly lit but not dark. One of the pleasant ambiance around that area, best for evenings with friends/ colleagues. The seating was not very comfortable. They also have a bar setup and dance floor as well.

Food- 3/5

We were about 15 people opted for buffet. The broccoli and spinach soup was very tasty and had right amount of spiciness. For starters we had crispy veg- perfect, chilli paneer- very spicy, hara bhara kebab - was decent.
For main course, the veg spread was not very interesting and was not appetising.
DESSERTS were the best! The pineapple cake was really delicious and the Phirni was creamy and perfect!
Overall the food was good but can be improved.

Service- 4/5
Very attentive staff who handled 15 people in a very decent and cordial way.

Overall do visit this place for with friends/ colleagues and enjoy the drinks and music!"
0, 1, "I’m a frequent customer here! Just wanted to share this while I ordered A chicken Maggie today, instead of chicken I received marinated fried maida balls(majority of it) which looked like Chicken!"
3, 2, "Best place for hangouts and chats.
Ordered capuccino - not so great and okay . Can be done better.
Chilli cheese toast - 5/5 . I liked it for its taste and cheesiness."
1, 0, "Not so friendly staff. Very less items in buffet. Difficult to find a food of your choice in the buffet. It's little unorganized. The waiter says I ll find out whatever you ask but he never turns back."
3, 2, "Definitely a very popular bakery in hyderabad and for a good reason. Amazing cakes and brownies. It is one of those high end classy bakeries in town with a well established fan base who would vouch for it forever.
My personal opinion is that it is a tad bit too hyped which has enabled them to slot their prices so high knowing that people would still buy them. I didn't like the fact that you have to purchase a box full of brownies or cupcakes and no less. Additionally the icing on the red velvet cupcake was way too sweet for people's taste. Brownies though are super soft and amazingly baked to perfection and so are their cakes."
1, 0, "poor serVice bo chutneys added"
3, 2, "I hace tried faasos a multiple times. I got two wraps through a food review programme. The cheesy melt paneer wrap wasn't cheesy at all. The jumbo chicken wrap was good quantity wise but was very spicy."
3, 2, "This one is near to paradise gachibowli. The ambience is decent and the service is fine. We tried the pepper chicken for starters and then for main course, we tried kolhapuri paneer with butter naan and tandoori roti. Pepper chicken but the quantity was too less for their price. Either the quantity or price could be changed. Main course was fine, especially butter naan was really nice."
1, 2, "I went there last Sunday. Had a buffet. Honestly I didn't like the food taste and quality of vegetable and specially non-veg items. It tasted stale. No doubt service is good , staff is always smiling. But they need to improve a lot on food quality. Even the biryani was not up to the mark. Moreover the chicken was undercooked or old, our stomach felt funny when we reached home."
2, 3, "Was late at work, stomach was growling, like a wailing siren of an ambulance, indicating an emergency to fill it up. At this moment there was a row of places for the mind to choose from, Urban Asia it was.
Honestly I dont dig Indo-Chinese, but these guys had a pretty good spread and that included the normal Indian dishes. Quick service and very polite staff, got those starters real quick and they were good, nothing over the top, just old school good stuff.
Main course lacked the punch though there was variety, if you are really up for the mood, you might be disappointed otherwise it's ok. The desserts was a total miss, nothing there actually. The service and starters were enough for me to keep it going. Was not really in the mood for the mains. One can give it a try, especially those Chinese food lovers."
